run,ls,delivered,recorded
178208,111,120.990727687,119.329921427
178208,112,120.964242712,119.282608358
178208,113,120.91925835,119.344676005
178208,114,120.6499536,119.016273356
178208,115,120.578740425,118.982773001
178208,116,120.633548062,119.002805664
178208,117,120.472355025,118.818607587
178208,118,120.248413312,118.626668185
178208,119,120.184261312,118.570693079
178208,120,120.158188425,118.598519346
178208,121,120.115910475,118.509615105
178208,122,119.962313212,118.383741383
178208,123,119.921527688,118.298649871
178208,124,119.742124838,118.176948854
178208,125,119.643580237,118.060422457
178208,126,119.476484325,117.906510852
178208,127,119.514396375,117.845469429
178208,128,119.442125137,117.811046579
178208,129,119.408757188,117.860175508
178208,130,119.475827212,117.85666053
178208,131,119.182855275,117.584802289
178208,132,119.1169881,117.497284767
178208,133,118.960717837,117.425714503
178208,134,118.864578937,117.26430719
178208,135,118.7125632,117.104608791
178208,136,118.5863085,116.960092038
178208,137,118.5917436,116.965062497
178208,138,118.426852912,116.929287575
178208,139,118.283524425,116.680936502
178208,140,118.15537635,116.586344164
178208,141,118.102751662,116.528786666
178208,142,118.028431125,116.444153862
178208,143,117.849295575,116.321410705
178208,144,117.657853088,116.099726371
178208,145,117.573085575,115.977906416
178208,146,117.4800429,115.870003313
178208,147,117.6553917,116.169421349
178208,148,117.31917285,115.77515229
178208,149,117.083380838,115.544372256
178208,150,117.019239975,115.522482254
178208,151,116.942034825,115.333401365
178208,152,117.060660337,115.504099943
178208,153,116.713794037,115.175721144
178208,154,116.663998275,115.121115497
178208,155,116.748075262,115.175553256
178208,156,116.666192362,115.175415432
178208,157,116.359554712,114.876569484
178208,158,116.405107087,114.846217093
178208,159,116.241207637,114.726068052
178208,160,116.199475425,114.563986148
178208,161,116.326944113,114.804028998
178208,162,116.14519125,114.613154767
178208,163,116.180942625,114.705100364
178208,164,115.852642538,114.278645328
178208,165,115.851851775,114.317553953
178208,166,115.628890162,114.15297364
178208,167,115.449966225,113.94867257
178208,168,115.222415962,113.677870134
178208,169,115.173711675,113.634262595
178208,170,115.360164563,113.832835704
178208,171,115.208416125,113.675167497
178208,172,115.085246512,113.554718761
178208,173,114.802131262,113.281292092
178208,174,114.852728925,113.337285736
178208,175,114.795348525,113.331406837
178208,176,114.637919962,113.134057716
178208,177,114.563643975,113.082934855
178208,178,114.499458562,112.977815967
178208,179,114.397249725,112.974120619
178208,180,114.471236138,112.953913498
178208,181,114.299473612,112.805331519
178208,182,114.494858775,112.950603715
178208,183,114.163106062,112.639846174
178208,184,114.21439425,112.737938151
178208,185,114.27052725,112.779038342
178208,186,114.149908125,112.670183064
178208,187,114.090177712,112.58432673
178208,188,114.002881987,112.502478047
178208,189,113.911565625,112.478762179
178208,190,113.8204386,112.336418471
178208,191,113.81700825,112.297371042
178208,192,113.843582325,112.371390335
178208,193,113.71908735,112.220347772
178208,194,113.621088488,112.134676063
178208,195,113.372622,111.887719606
178208,196,113.433855975,111.990571495
178208,197,113.177158875,111.788561498
178208,198,113.176668825,111.739344505
178208,199,113.1503175,111.661962998
178208,200,113.074771837,111.595551551
178208,201,113.035879687,111.468863935
178208,202,112.805968275,111.38194808
178208,203,112.814165475,111.37619576
178208,204,112.85321355,111.401931412
178208,205,112.621531275,111.184419857
178208,206,112.546186087,111.0425722
178208,207,112.512617662,111.064423138
178208,208,112.434922462,110.974049489
178208,209,112.362016387,110.915809936
178208,210,112.2338349,110.789157095
178208,211,112.112413875,110.681689976
178208,212,112.167477675,110.727234655
178208,213,111.9877407,110.552317914
178208,214,111.85083855,110.392376248
178208,215,111.740744362,110.253162475
178208,216,111.7290834,110.368377954
178208,217,111.756904875,110.340577719
178208,218,111.784158338,110.309921347
178208,219,111.566197462,110.08970238
178208,220,111.521101725,110.134454913
178208,221,111.5235297,110.115182048
178208,222,111.438238725,109.937960695
178208,223,111.104570362,109.702424847
178208,224,111.230802787,109.769092035
178208,225,111.15924435,109.734859329
178208,226,111.17750985,109.795261729
178208,227,111.044851087,109.550624803
178208,228,110.9795742,109.529801185
178208,229,110.9809107,109.522355947
178208,230,110.70928935,109.348834413
178208,231,110.710169212,109.242425554
178208,232,110.53937565,109.108079678
178208,233,110.537426587,109.124764631
178208,234,110.3994441,109.03770924
178208,235,110.317193663,108.924548346
178208,236,110.069796375,108.694558662
178208,237,109.990853775,108.562455593
178208,238,109.958187487,108.51972673
178208,239,110.011335637,108.613233054
178208,240,110.06589825,108.63483048
178208,241,109.874834437,108.488447454
178208,242,109.55455335,108.197685412
178208,243,109.753502512,108.345746421
178208,244,109.749080925,108.347213261
178208,245,109.479241575,108.092942264
178208,246,109.281762562,107.881200486
178208,247,109.35390015,107.940369499
178208,248,109.1672802,107.821432407
178208,249,109.174419337,107.813922997
178208,250,109.01843865,107.614323558
178208,251,108.91481535,107.492004301
178208,252,108.782891662,107.399886039
178208,253,108.702913275,107.34752569
178208,254,108.769470975,107.389707712
178208,255,108.751951687,107.401353778
178208,256,108.783448537,107.442358309
178208,257,108.573618037,107.198676244
178208,258,108.4861107,107.166464212
178208,259,108.302598112,106.894333126
178208,260,108.31169745,106.925156389
178208,261,108.218621363,106.767844598
178208,262,108.307409513,106.924322386
178208,263,108.183760987,106.790675913
178208,264,108.216416137,106.847324543
178208,265,108.249873188,106.880274758
178208,266,108.12503295,106.802855202
178208,267,108.155649938,106.79828061
178208,268,108.278396325,106.924116396
178208,269,108.0564705,106.670803621
178208,270,108.035064225,106.637719933
178208,271,107.971279763,106.666908836
178208,272,108.000905512,106.670276041
178208,273,107.946643612,106.583716283
178208,274,107.901670387,106.494894162
178208,275,107.809518712,106.479547034
178208,276,107.654039212,106.287359593
178208,277,107.559303637,106.209849303
178208,278,107.616617213,106.216371254
178208,279,107.376303375,105.961555358
178208,280,107.349306075,106.064744578
178208,281,107.136936225,105.849550873
178208,282,107.129418413,105.749449013
178208,283,106.977168787,105.645660206
178208,284,106.849098675,105.450282533
178208,285,106.7985567,105.500560703
178208,286,106.684965338,105.309437675
178208,287,106.806776175,105.447176523
178208,288,106.764598462,105.418513141
178208,289,106.736888362,105.394867118
178208,290,106.330670325,105.028633981
178208,291,106.26961455,104.90798889
178208,292,106.191462712,104.934071304
178208,293,106.19067195,104.786680509
178208,294,106.2849843,104.979469142
178208,295,106.234386637,104.922580914
178208,296,106.0161696,104.694131074
178208,297,106.008451313,104.686104771
178208,298,105.920810325,104.565663114
178208,299,105.8722731,104.572944414
178208,300,105.657341625,104.332117117
178208,301,105.7395141,104.404734906
178208,302,105.552069975,104.182602212
178208,303,105.35633955,104.043759568
178208,304,105.430248,104.104243195
178208,305,105.373836563,104.084707586
178208,306,105.2175663,103.905511502
178208,307,105.32836215,104.003653927
178208,308,105.142310212,103.835504667
178208,309,105.083281462,103.770106106
178208,310,105.07335795,103.76865635
178208,311,105.065439187,103.764471774
178208,312,105.065583975,103.732104718
178208,313,104.98630725,103.697065644
178208,314,104.9332482,103.615910281
178208,315,105.011633925,103.717319944
178208,316,104.987654887,103.663927791
178208,317,104.86058715,103.556572816
178208,318,104.7496131,103.468018151
178208,319,104.775040012,103.207613661
178208,320,104.5050336,103.217273827
178208,321,104.5350603,103.19636985
178208,322,104.676272662,103.387585708
178208,323,104.577527588,103.258188964
178208,324,104.321454187,103.045558821
178208,325,104.1735816,102.891151833
178208,326,104.015974837,102.758932674
178208,327,104.024194313,102.761465311
178208,328,104.104072462,102.815312745
178208,329,103.831860825,102.54565445
178208,330,103.704269625,102.18757026
178208,331,103.803204037,102.555777783
178208,332,103.535592188,102.294174326
178208,333,103.53415545,102.291189646
178208,334,103.287326175,101.99764285
178208,335,103.285945125,102.014788034
178208,336,103.240403887,101.98038538
178208,337,103.110084,101.827308213
178208,338,103.073352525,101.793106669
178208,339,102.7110051,101.408604847
178208,340,102.668793975,101.466702483
178208,341,102.558610687,101.334759984
178208,342,102.445687575,101.194200944
178208,343,102.196931513,100.882262153
178208,344,102.1307859,100.846224812
178208,345,102.340917112,101.079439093
178208,346,102.2739696,101.009358381
178208,347,102.134962462,100.910671987
178208,348,101.851078725,100.61699339
178208,349,101.997525712,100.733254322
178208,350,101.913860812,100.666116853
178208,351,102.060118463,100.799809465
178208,352,101.975952375,100.771051097
178208,353,101.868987825,100.554950345
178208,354,101.847514725,100.621624928
178208,355,101.711670637,100.441646993
178208,356,101.732753925,100.437655272
178208,357,101.587365,100.483196623
178208,358,101.5306083,100.476248707
178208,359,101.507286375,100.483723826
178208,360,101.404453838,100.38772923
178208,361,101.4677928,100.410957555
178208,362,101.252694263,100.198807376
178208,363,101.065005113,100.038909665
178208,364,101.090743875,100.051282081
178208,365,100.933783088,99.9028841477
178208,366,101.009607187,99.9043655684
178208,367,100.822653112,99.7755735063
178208,368,100.757320537,99.6966888475
178208,369,100.59153885,99.5921720951
178208,370,100.4058099,99.3458229368
178208,371,100.436070488,99.4121351108
178208,372,100.374068025,99.3741249845
178208,373,100.365158025,99.3840867775
178208,374,100.215069075,99.1796425507
178208,375,100.083925013,99.0291844342
178208,376,100.06371045,98.9779240279
178208,377,100.152030825,99.1108136339
178208,378,99.9465550875,98.9352651057
178208,379,99.7395535125,98.6413491296
178208,380,99.9072954,94.3308101935
178208,381,99.9909491625,98.9909977202
178208,382,99.8494138125,98.8238349477
178208,383,99.5925830625,98.5552711056
178208,384,99.4736122875,98.4773548423
178208,385,99.6405411375,98.5806364526
178208,386,99.569316825,98.60128602
178208,387,99.4027221,98.390056679
178208,388,99.3431253375,98.3273012442
178208,389,99.3505651875,98.3380483188
178208,390,99.39652965,98.3695720615
178208,391,99.2566315125,98.2802610593
178208,392,99.0746670375,97.9980929648
178208,393,99.0170193375,98.0022638893
178208,394,98.88001695,97.8073945863
178208,395,98.617105125,97.6466642434
178208,396,98.6551619625,97.6964169582
178208,397,98.6453164125,97.6223190277
178208,398,98.463897675,97.5100084806
178208,399,98.461759275,97.3583884911
178208,400,98.329980375,97.3593349669
178208,401,98.2595356875,97.2794663983
178208,402,98.1454208625,97.096513927
178208,403,97.9257114,96.9235880957
178208,404,97.67672145,96.684239945
178208,405,97.468160625,96.5465875044
178208,406,97.252093125,96.285421927
178208,407,97.02860805,96.0556573651
178208,408,96.9788457,95.9623766025
178208,409,97.1123063625,96.1440539783
178208,410,96.042872475,95.0919203037
178208,411,95.67197145,94.7553187981
178208,412,97.6056753375,96.6336170163
178208,413,98.08702695,97.0596947787
178208,414,97.8695227125,96.9224356301
178208,415,97.7910033375,96.7835446643
178208,416,97.76243565,96.7477864806
178208,417,97.568576325,96.5280472933
178208,418,97.6733245125,96.6994933884
178208,419,97.641326475,96.7005696087
178208,420,97.5298066875,96.4848710441
178208,421,97.4109250125,96.4110859767
178208,422,97.3971813375,96.3822868382
178208,423,97.4398379625,96.4835871641
178208,424,97.370818875,96.3973669555
178208,425,97.274991825,96.2787476112
178208,426,97.1011688625,96.1019242545
178208,427,97.1359846875,96.2186078019
178208,428,97.0921697625,96.1356349703
178208,429,97.146554175,96.1498106239
178208,430,97.1195234625,96.1411861059
178208,431,96.9795696375,95.9445744212
178208,432,96.835550625,95.8357038227
178208,433,96.9175449,95.9907746429
178208,434,96.891728175,95.9086786322
178208,435,96.86519865,95.8665159838
178208,436,96.6410676,95.68451002
178208,437,96.7598713125,95.8224294401
178208,438,96.7394674125,95.7564979863
178208,439,96.5694646125,95.6309421798
178208,440,96.5822059125,95.5425784052
178208,441,96.6115643625,95.6582650124
178208,442,96.5174302125,95.5797637388
178208,443,96.4861227,53.8133759957
178208,444,96.4762437375,51.2489679131
178208,445,96.378645825,95.4165871756
178208,446,96.259118175,95.3320457979
178208,447,96.27696045,95.2612149047
178208,448,96.2740647,95.3299385053
178208,449,96.223567275,76.3582105265
178208,450,17.5362206766,12.9685268824
178208,451,0.00143863170433,0.0
