run,ls,delivered,recorded
179827,1,1430.4438324,1108.9708938
179827,2,1429.1504568,1401.8892904
179827,3,1428.9979176,1400.42657214
179827,4,1427.0493897,1397.3498606
179827,5,1425.8291652,1396.68480021
179827,6,1425.0604104,1394.56075589
179827,7,1425.8042172,1397.85585687
179827,8,1424.0485908,1396.33238019
179827,9,1422.9227232,1396.56860331
179827,10,1420.9244775,1253.77895611
179827,11,1420.0124499,0.0
