#Data tag : v1 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(/ub),recorded(/ub),avgpu,source
276870:5097,1026:1026,07/16/16 17:10:19,STABLE BEAMS,6500,187803.287,182810.072,27.8,PLTZERO
276870:5097,1027:1027,07/16/16 17:10:43,STABLE BEAMS,6500,187765.314,182787.567,27.8,PLTZERO
276870:5097,1028:1028,07/16/16 17:11:06,STABLE BEAMS,6500,187674.940,182187.845,27.7,PLTZERO
276870:5097,1029:1029,07/16/16 17:11:29,STABLE BEAMS,6500,187614.804,182571.452,27.7,PLTZERO
276870:5097,1030:1030,07/16/16 17:11:53,STABLE BEAMS,6500,187505.951,181777.553,27.7,PLTZERO
276870:5097,1031:1031,07/16/16 17:12:16,STABLE BEAMS,6500,187432.061,181966.602,27.7,PLTZERO
276870:5097,1032:1032,07/16/16 17:12:39,STABLE BEAMS,6500,187417.887,182457.474,27.7,PLTZERO
276870:5097,1033:1033,07/16/16 17:13:03,STABLE BEAMS,6500,187274.336,181593.777,27.7,PLTZERO
276870:5097,1034:1034,07/16/16 17:13:26,STABLE BEAMS,6500,187180.658,182191.826,27.7,PLTZERO
276870:5097,1035:1035,07/16/16 17:13:49,STABLE BEAMS,6500,187093.775,182124.835,27.7,PLTZERO
276870:5097,1036:1036,07/16/16 17:14:13,STABLE BEAMS,6500,187097.877,182125.099,27.7,PLTZERO
276870:5097,1037:1037,07/16/16 17:14:36,STABLE BEAMS,6500,186961.284,181989.362,27.6,PLTZERO
276870:5097,1038:1038,07/16/16 17:14:59,STABLE BEAMS,6500,186964.764,181774.973,27.6,PLTZERO
276870:5097,1039:1039,07/16/16 17:15:22,STABLE BEAMS,6500,186803.811,181582.854,27.6,PLTZERO
276870:5097,1040:1040,07/16/16 17:15:46,STABLE BEAMS,6500,186722.617,128095.714,27.6,PLTZERO
276870:5097,1041:1041,07/16/16 17:16:09,STABLE BEAMS,6500,186681.442,171880.379,27.6,PLTZERO
276870:5097,1042:1042,07/16/16 17:16:32,STABLE BEAMS,6500,186241.975,179108.910,27.5,PLTZERO
276870:5097,1043:1043,07/16/16 17:16:56,STABLE BEAMS,6500,186629.014,179453.941,27.6,PLTZERO
276870:5097,1044:1044,07/16/16 17:17:19,STABLE BEAMS,6500,186854.893,179472.365,27.6,PLTZERO
276870:5097,1045:1045,07/16/16 17:17:42,STABLE BEAMS,6500,186498.490,179316.807,27.6,PLTZERO
276870:5097,1046:1046,07/16/16 17:18:06,STABLE BEAMS,6500,186388.947,179461.849,27.6,PLTZERO
276870:5097,1047:1047,07/16/16 17:18:29,STABLE BEAMS,6500,186400.593,178964.612,27.6,PLTZERO
276870:5097,1048:1048,07/16/16 17:18:52,STABLE BEAMS,6500,186443.649,179259.396,27.6,PLTZERO
276870:5097,1049:1049,07/16/16 17:19:16,STABLE BEAMS,6500,186511.102,176555.502,27.6,PLTZERO
276870:5097,1050:1050,07/16/16 17:19:39,STABLE BEAMS,6500,186555.084,179325.007,27.6,PLTZERO
276870:5097,1051:1051,07/16/16 17:20:02,STABLE BEAMS,6500,186570.807,176841.803,27.6,PLTZERO
276870:5097,1052:1052,07/16/16 17:20:26,STABLE BEAMS,6500,186595.916,179177.836,27.6,PLTZERO
276870:5097,1053:1053,07/16/16 17:20:49,STABLE BEAMS,6500,186610.624,179221.195,27.6,PLTZERO
276870:5097,1054:1054,07/16/16 17:21:12,STABLE BEAMS,6500,186576.738,177955.412,27.6,PLTZERO
276870:5097,1055:1055,07/16/16 17:21:36,STABLE BEAMS,6500,186504.739,179574.540,27.6,PLTZERO
276870:5097,1056:1056,07/16/16 17:21:59,STABLE BEAMS,6500,186388.579,179213.286,27.6,PLTZERO
276870:5097,1057:1057,07/16/16 17:22:22,STABLE BEAMS,6500,186381.911,179203.313,27.6,PLTZERO
276870:5097,1058:1058,07/16/16 17:22:45,STABLE BEAMS,6500,186351.582,178954.675,27.6,PLTZERO
276870:5097,1059:1059,07/16/16 17:23:09,STABLE BEAMS,6500,186387.105,179382.165,27.6,PLTZERO
276870:5097,1060:1060,07/16/16 17:23:32,STABLE BEAMS,6500,186306.850,179586.295,27.5,PLTZERO
276870:5097,1061:1061,07/16/16 17:23:55,STABLE BEAMS,6500,186192.607,179504.150,27.5,PLTZERO
276870:5097,1062:1062,07/16/16 17:24:19,STABLE BEAMS,6500,186130.043,178816.559,27.5,PLTZERO
276870:5097,1063:1063,07/16/16 17:24:42,STABLE BEAMS,6500,186025.262,178806.628,27.5,PLTZERO
276870:5097,1064:1064,07/16/16 17:25:05,STABLE BEAMS,6500,185290.271,178253.032,27.4,PLTZERO
276870:5097,1065:1065,07/16/16 17:25:29,STABLE BEAMS,6500,185928.405,178350.963,27.5,PLTZERO
276870:5097,1066:1066,07/16/16 17:25:52,STABLE BEAMS,6500,185877.398,178272.007,27.5,PLTZERO
276870:5097,1067:1067,07/16/16 17:26:15,STABLE BEAMS,6500,185801.612,179075.531,27.5,PLTZERO
276870:5097,1068:1068,07/16/16 17:26:39,STABLE BEAMS,6500,185563.508,178651.550,27.4,PLTZERO
276870:5097,1069:1069,07/16/16 17:27:02,STABLE BEAMS,6500,185518.000,177105.775,27.4,PLTZERO
276870:5097,1070:1070,07/16/16 17:27:25,STABLE BEAMS,6500,185406.422,175760.106,27.4,PLTZERO
276870:5097,1071:1071,07/16/16 17:27:48,STABLE BEAMS,6500,185264.183,178660.459,27.4,PLTZERO
276870:5097,1072:1072,07/16/16 17:28:12,STABLE BEAMS,6500,185196.384,177878.646,27.4,PLTZERO
276870:5097,1073:1073,07/16/16 17:28:35,STABLE BEAMS,6500,185102.281,177440.964,27.4,PLTZERO
276870:5097,1074:1074,07/16/16 17:28:58,STABLE BEAMS,6500,185052.544,175556.550,27.4,PLTZERO
276870:5097,1075:1075,07/16/16 17:29:22,STABLE BEAMS,6500,184979.016,178004.925,27.4,PLTZERO
276870:5097,1076:1076,07/16/16 17:29:45,STABLE BEAMS,6500,184836.978,177647.603,27.3,PLTZERO
276870:5097,1077:1077,07/16/16 17:30:08,STABLE BEAMS,6500,184769.522,170146.157,27.3,PLTZERO
276870:5097,1078:1078,07/16/16 17:30:32,STABLE BEAMS,6500,184688.742,178302.308,27.3,PLTZERO
276870:5097,1079:1079,07/16/16 17:30:55,STABLE BEAMS,6500,184547.172,177711.925,27.3,PLTZERO
276870:5097,1080:1080,07/16/16 17:31:18,STABLE BEAMS,6500,184460.193,177636.956,27.3,PLTZERO
276870:5097,1081:1081,07/16/16 17:31:42,STABLE BEAMS,6500,184339.530,174763.072,27.3,PLTZERO
276870:5097,1082:1082,07/16/16 17:32:05,STABLE BEAMS,6500,184296.052,175401.455,27.2,PLTZERO
276870:5097,1083:1083,07/16/16 17:32:28,STABLE BEAMS,6500,184282.957,174436.849,27.2,PLTZERO
276870:5097,1084:1084,07/16/16 17:32:52,STABLE BEAMS,6500,184244.319,177787.548,27.2,PLTZERO
276870:5097,1085:1085,07/16/16 17:33:15,STABLE BEAMS,6500,184214.661,174752.388,27.2,PLTZERO
276870:5097,1086:1086,07/16/16 17:33:38,STABLE BEAMS,6500,184221.304,177234.068,27.2,PLTZERO
276870:5097,1087:1087,07/16/16 17:34:01,STABLE BEAMS,6500,184249.070,177745.039,27.2,PLTZERO
276870:5097,1088:1088,07/16/16 17:34:25,STABLE BEAMS,6500,184177.497,177485.358,27.2,PLTZERO
276870:5097,1089:1089,07/16/16 17:34:48,STABLE BEAMS,6500,184099.039,176522.476,27.2,PLTZERO
276870:5097,1090:1090,07/16/16 17:35:11,STABLE BEAMS,6500,183636.916,175431.731,27.2,PLTZERO
276870:5097,1091:1091,07/16/16 17:35:35,STABLE BEAMS,6500,184125.332,175204.601,27.2,PLTZERO
276870:5097,1092:1092,07/16/16 17:35:58,STABLE BEAMS,6500,184223.984,177354.587,27.2,PLTZERO
276870:5097,1093:1093,07/16/16 17:36:21,STABLE BEAMS,6500,184047.852,177192.546,27.2,PLTZERO
276870:5097,1094:1094,07/16/16 17:36:45,STABLE BEAMS,6500,183835.519,177011.360,27.2,PLTZERO
276870:5097,1095:1095,07/16/16 17:37:08,STABLE BEAMS,6500,183792.842,176466.158,27.2,PLTZERO
276870:5097,1096:1096,07/16/16 17:37:31,STABLE BEAMS,6500,183802.076,167838.278,27.2,PLTZERO
276870:5097,1097:1097,07/16/16 17:37:55,STABLE BEAMS,6500,183685.665,177099.986,27.2,PLTZERO
276870:5097,1098:1098,07/16/16 17:38:18,STABLE BEAMS,6500,183638.491,176355.414,27.2,PLTZERO
276870:5097,1099:1099,07/16/16 17:38:41,STABLE BEAMS,6500,183635.887,176585.483,27.2,PLTZERO
276870:5097,1100:1100,07/16/16 17:39:04,STABLE BEAMS,6500,183645.819,177226.658,27.2,PLTZERO
276870:5097,1101:1101,07/16/16 17:39:28,STABLE BEAMS,6500,183553.757,176177.904,27.1,PLTZERO
276870:5097,1102:1102,07/16/16 17:39:51,STABLE BEAMS,6500,183517.824,177114.201,27.1,PLTZERO
276870:5097,1103:1103,07/16/16 17:40:14,STABLE BEAMS,6500,183456.017,175669.923,27.1,PLTZERO
276870:5097,1104:1104,07/16/16 17:40:38,STABLE BEAMS,6500,182817.161,175860.446,27.0,PLTZERO
276870:5097,1105:1105,07/16/16 17:41:01,STABLE BEAMS,6500,183242.156,176474.688,27.1,PLTZERO
276870:5097,1106:1106,07/16/16 17:41:24,STABLE BEAMS,6500,183209.245,176617.066,27.1,PLTZERO
276870:5097,1107:1107,07/16/16 17:41:48,STABLE BEAMS,6500,183493.081,175733.328,27.1,PLTZERO
276870:5097,1108:1108,07/16/16 17:42:11,STABLE BEAMS,6500,183037.274,176513.157,27.1,PLTZERO
276870:5097,1109:1109,07/16/16 17:42:34,STABLE BEAMS,6500,182872.631,175932.098,27.0,PLTZERO
276870:5097,1110:1110,07/16/16 17:42:58,STABLE BEAMS,6500,182818.787,176589.539,27.0,PLTZERO
276870:5097,1111:1111,07/16/16 17:43:21,STABLE BEAMS,6500,182633.667,176454.641,27.0,PLTZERO
276870:5097,1112:1112,07/16/16 17:43:44,STABLE BEAMS,6500,182608.389,175948.299,27.0,PLTZERO
276870:5097,1113:1113,07/16/16 17:44:08,STABLE BEAMS,6500,182489.497,176268.371,27.0,PLTZERO
276870:5097,1114:1114,07/16/16 17:44:31,STABLE BEAMS,6500,182329.233,176109.201,27.0,PLTZERO
276870:5097,1115:1115,07/16/16 17:44:54,STABLE BEAMS,6500,182216.323,175834.318,26.9,PLTZERO
276870:5097,1116:1116,07/16/16 17:45:17,STABLE BEAMS,6500,181726.926,174453.954,26.9,PLTZERO
276870:5097,1117:1117,07/16/16 17:45:41,STABLE BEAMS,6500,181841.985,175281.837,26.9,PLTZERO
276870:5097,1118:1118,07/16/16 17:46:04,STABLE BEAMS,6500,181911.759,175772.292,26.9,PLTZERO
276870:5097,1119:1119,07/16/16 17:46:27,STABLE BEAMS,6500,182006.303,173169.081,26.9,PLTZERO
276870:5097,1120:1120,07/16/16 17:46:51,STABLE BEAMS,6500,181872.852,175723.746,26.9,PLTZERO
276870:5097,1121:1121,07/16/16 17:47:14,STABLE BEAMS,6500,181562.479,174799.383,26.8,PLTZERO
276870:5097,1122:1122,07/16/16 17:47:37,STABLE BEAMS,6500,181599.875,173673.675,26.9,PLTZERO
276870:5097,1123:1123,07/16/16 17:48:01,STABLE BEAMS,6500,181572.819,173007.887,26.8,PLTZERO
276870:5097,1124:1124,07/16/16 17:48:24,STABLE BEAMS,6500,181532.552,174572.659,26.8,PLTZERO
276870:5097,1125:1125,07/16/16 17:48:47,STABLE BEAMS,6500,182290.631,175884.247,27.0,PLTZERO
276870:5097,1126:1126,07/16/16 17:49:11,STABLE BEAMS,6500,182137.366,175257.154,26.9,PLTZERO
276870:5097,1127:1127,07/16/16 17:49:34,STABLE BEAMS,6500,183014.804,160162.348,27.1,PLTZERO
276870:5097,1128:1128,07/16/16 17:49:57,STABLE BEAMS,6500,183019.593,176749.756,27.1,PLTZERO
276870:5097,1129:1129,07/16/16 17:50:20,STABLE BEAMS,6500,183155.936,176872.240,27.1,PLTZERO
276870:5097,1130:1130,07/16/16 17:50:44,STABLE BEAMS,6500,182867.918,92638.194,27.0,PLTZERO
276870:5097,1131:1131,07/16/16 17:51:07,STABLE BEAMS,6500,182896.168,175859.413,27.0,PLTZERO
276870:5097,1132:1132,07/16/16 17:51:30,STABLE BEAMS,6500,182893.932,176566.604,27.0,PLTZERO
276870:5097,1133:1133,07/16/16 17:51:54,STABLE BEAMS,6500,182851.342,176061.594,27.0,PLTZERO
276870:5097,1134:1134,07/16/16 17:52:17,STABLE BEAMS,6500,182575.986,175844.725,27.0,PLTZERO
276870:5097,1135:1135,07/16/16 17:52:40,STABLE BEAMS,6500,182880.328,176393.952,27.0,PLTZERO
276870:5097,1136:1136,07/16/16 17:53:04,STABLE BEAMS,6500,182761.920,176245.460,27.0,PLTZERO
276870:5097,1137:1137,07/16/16 17:53:27,STABLE BEAMS,6500,182801.271,175869.841,27.0,PLTZERO
276870:5097,1138:1138,07/16/16 17:53:50,STABLE BEAMS,6500,182716.345,175998.566,27.0,PLTZERO
276870:5097,1139:1139,07/16/16 17:54:14,STABLE BEAMS,6500,182467.230,176001.192,27.0,PLTZERO
276870:5097,1140:1140,07/16/16 17:54:37,STABLE BEAMS,6500,182498.592,176025.764,27.0,PLTZERO
276870:5097,1141:1141,07/16/16 17:55:00,STABLE BEAMS,6500,182340.450,175220.150,27.0,PLTZERO
276870:5097,1142:1142,07/16/16 17:55:24,STABLE BEAMS,6500,182289.793,176033.178,27.0,PLTZERO
276870:5097,1143:1143,07/16/16 17:55:47,STABLE BEAMS,6500,182459.368,175982.526,27.0,PLTZERO
276870:5097,1144:1144,07/16/16 17:56:10,STABLE BEAMS,6500,182469.402,176044.975,27.0,PLTZERO
276870:5097,1145:1145,07/16/16 17:56:33,STABLE BEAMS,6500,182290.492,175876.383,27.0,PLTZERO
276870:5097,1146:1146,07/16/16 17:56:57,STABLE BEAMS,6500,181958.898,174645.056,26.9,PLTZERO
276870:5097,1147:1147,07/16/16 17:57:20,STABLE BEAMS,6500,181829.968,174971.414,26.9,PLTZERO
276870:5097,1148:1148,07/16/16 17:57:43,STABLE BEAMS,6500,182105.216,174585.501,26.9,PLTZERO
276870:5097,1149:1149,07/16/16 17:58:07,STABLE BEAMS,6500,182143.475,175938.153,26.9,PLTZERO
276870:5097,1150:1150,07/16/16 17:58:30,STABLE BEAMS,6500,182137.264,175977.105,26.9,PLTZERO
276870:5097,1151:1151,07/16/16 17:58:53,STABLE BEAMS,6500,182146.435,175949.022,26.9,PLTZERO
276870:5097,1152:1152,07/16/16 17:59:17,STABLE BEAMS,6500,181891.626,174359.953,26.9,PLTZERO
276870:5097,1153:1153,07/16/16 17:59:40,STABLE BEAMS,6500,182023.197,175894.666,26.9,PLTZERO
276870:5097,1154:1154,07/16/16 18:00:03,STABLE BEAMS,6500,181847.929,174769.911,26.9,PLTZERO
276870:5097,1155:1155,07/16/16 18:00:27,STABLE BEAMS,6500,181785.611,175406.589,26.9,PLTZERO
276870:5097,1156:1156,07/16/16 18:00:50,STABLE BEAMS,6500,181517.055,175206.796,26.8,PLTZERO
276870:5097,1157:1157,07/16/16 18:01:13,STABLE BEAMS,6500,181819.235,175503.892,26.9,PLTZERO
276870:5097,1158:1158,07/16/16 18:01:37,STABLE BEAMS,6500,181839.203,175728.317,26.9,PLTZERO
276870:5097,1159:1159,07/16/16 18:02:00,STABLE BEAMS,6500,181686.316,168808.674,26.9,PLTZERO
276870:5097,1160:1160,07/16/16 18:02:23,STABLE BEAMS,6500,181537.125,174485.524,26.8,PLTZERO
276870:5097,1161:1161,07/16/16 18:02:46,STABLE BEAMS,6500,181507.198,175402.717,26.8,PLTZERO
276870:5097,1162:1162,07/16/16 18:03:10,STABLE BEAMS,6500,181298.392,175225.759,26.8,PLTZERO
276870:5097,1163:1163,07/16/16 18:03:33,STABLE BEAMS,6500,181541.876,169695.836,26.8,PLTZERO
276870:5097,1164:1164,07/16/16 18:03:56,STABLE BEAMS,6500,181450.290,175381.447,26.8,PLTZERO
276870:5097,1165:1165,07/16/16 18:04:20,STABLE BEAMS,6500,181395.453,175341.365,26.8,PLTZERO
276870:5097,1166:1166,07/16/16 18:04:43,STABLE BEAMS,6500,181448.372,175174.685,26.8,PLTZERO
276870:5097,1167:1167,07/16/16 18:05:06,STABLE BEAMS,6500,181369.057,174185.038,26.8,PLTZERO
276870:5097,1168:1168,07/16/16 18:05:30,STABLE BEAMS,6500,180943.225,172664.745,26.8,PLTZERO
276870:5097,1169:1169,07/16/16 18:05:53,STABLE BEAMS,6500,181024.294,171141.501,26.8,PLTZERO
276870:5097,1170:1170,07/16/16 18:06:16,STABLE BEAMS,6500,180920.982,173785.441,26.8,PLTZERO
276870:5097,1171:1171,07/16/16 18:06:40,STABLE BEAMS,6500,181037.784,172767.321,26.8,PLTZERO
276870:5097,1172:1172,07/16/16 18:07:03,STABLE BEAMS,6500,180810.302,142181.633,26.7,PLTZERO
276870:5097,1173:1173,07/16/16 18:07:26,STABLE BEAMS,6500,181009.749,174942.061,26.8,PLTZERO
276870:5097,1174:1174,07/16/16 18:07:50,STABLE BEAMS,6500,180695.710,174720.870,26.7,PLTZERO
276870:5097,1175:1175,07/16/16 18:08:13,STABLE BEAMS,6500,180620.966,174136.698,26.7,PLTZERO
276870:5097,1176:1176,07/16/16 18:08:36,STABLE BEAMS,6500,180563.879,174151.534,26.7,PLTZERO
276870:5097,1177:1177,07/16/16 18:08:59,STABLE BEAMS,6500,180519.406,174540.930,26.7,PLTZERO
276870:5097,1178:1178,07/16/16 18:09:23,STABLE BEAMS,6500,180536.644,172708.894,26.7,PLTZERO
276870:5097,1179:1179,07/16/16 18:09:46,STABLE BEAMS,6500,180506.373,171346.936,26.7,PLTZERO
276870:5097,1180:1180,07/16/16 18:10:09,STABLE BEAMS,6500,180529.975,174232.631,26.7,PLTZERO
276870:5097,1181:1181,07/16/16 18:10:33,STABLE BEAMS,6500,180500.454,172023.326,26.7,PLTZERO
276870:5097,1182:1182,07/16/16 18:10:56,STABLE BEAMS,6500,180542.081,173318.408,26.7,PLTZERO
276870:5097,1183:1183,07/16/16 18:11:19,STABLE BEAMS,6500,180371.760,174322.126,26.7,PLTZERO
276870:5097,1184:1184,07/16/16 18:11:43,STABLE BEAMS,6500,180254.282,173801.996,26.7,PLTZERO
276870:5097,1185:1185,07/16/16 18:12:06,STABLE BEAMS,6500,180221.102,174021.695,26.6,PLTZERO
276870:5097,1186:1186,07/16/16 18:12:29,STABLE BEAMS,6500,179889.322,173723.166,26.6,PLTZERO
276870:5097,1187:1187,07/16/16 18:12:53,STABLE BEAMS,6500,180170.861,173967.653,26.6,PLTZERO
276870:5097,1188:1188,07/16/16 18:13:16,STABLE BEAMS,6500,180125.460,171511.755,26.6,PLTZERO
276870:5097,1189:1189,07/16/16 18:13:39,STABLE BEAMS,6500,180111.258,173681.720,26.6,PLTZERO
276870:5097,1190:1190,07/16/16 18:14:02,STABLE BEAMS,6500,180146.725,174182.480,26.6,PLTZERO
276870:5097,1191:1191,07/16/16 18:14:26,STABLE BEAMS,6500,179926.948,173700.739,26.6,PLTZERO
276870:5097,1192:1192,07/16/16 18:14:49,STABLE BEAMS,6500,179884.621,173905.486,26.6,PLTZERO
276870:5097,1193:1193,07/16/16 18:15:12,STABLE BEAMS,6500,179832.703,173630.831,26.6,PLTZERO
276870:5097,1194:1194,07/16/16 18:15:36,STABLE BEAMS,6500,179767.917,173819.710,26.6,PLTZERO
276870:5097,1195:1195,07/16/16 18:15:59,STABLE BEAMS,6500,179643.857,173049.673,26.6,PLTZERO
276870:5097,1196:1196,07/16/16 18:16:22,STABLE BEAMS,6500,179717.295,172703.743,26.6,PLTZERO
276870:5097,1197:1197,07/16/16 18:16:46,STABLE BEAMS,6500,179656.840,173769.482,26.6,PLTZERO
276870:5097,1198:1198,07/16/16 18:17:09,STABLE BEAMS,6500,179615.351,173043.502,26.6,PLTZERO
276870:5097,1199:1199,07/16/16 18:17:32,STABLE BEAMS,6500,179659.190,173300.356,26.6,PLTZERO
276870:5097,1200:1200,07/16/16 18:17:56,STABLE BEAMS,6500,179475.894,173619.138,26.5,PLTZERO
276870:5097,1201:1201,07/16/16 18:18:19,STABLE BEAMS,6500,179419.046,173115.286,26.5,PLTZERO
276870:5097,1202:1202,07/16/16 18:18:42,STABLE BEAMS,6500,179378.205,173258.412,26.5,PLTZERO
276870:5097,1203:1203,07/16/16 18:19:05,STABLE BEAMS,6500,179358.934,173222.933,26.5,PLTZERO
276870:5097,1204:1204,07/16/16 18:19:29,STABLE BEAMS,6500,179275.739,173202.316,26.5,PLTZERO
276870:5097,1205:1205,07/16/16 18:19:52,STABLE BEAMS,6500,179209.897,173323.365,26.5,PLTZERO
276870:5097,1206:1206,07/16/16 18:20:15,STABLE BEAMS,6500,179152.389,172801.845,26.5,PLTZERO
276870:5097,1207:1207,07/16/16 18:20:39,STABLE BEAMS,6500,179054.343,173142.183,26.5,PLTZERO
276870:5097,1208:1208,07/16/16 18:21:02,STABLE BEAMS,6500,179166.032,173096.266,26.5,PLTZERO
276870:5097,1209:1209,07/16/16 18:21:25,STABLE BEAMS,6500,179154.942,173309.811,26.5,PLTZERO
276870:5097,1210:1210,07/16/16 18:21:49,STABLE BEAMS,6500,179038.845,173001.741,26.5,PLTZERO
276870:5097,1211:1211,07/16/16 18:22:12,STABLE BEAMS,6500,179103.226,173175.298,26.5,PLTZERO
276870:5097,1212:1212,07/16/16 18:22:35,STABLE BEAMS,6500,178844.226,172736.030,26.4,PLTZERO
276870:5097,1213:1213,07/16/16 18:22:59,STABLE BEAMS,6500,178848.431,172807.896,26.4,PLTZERO
276870:5097,1214:1214,07/16/16 18:23:22,STABLE BEAMS,6500,178889.515,172880.249,26.4,PLTZERO
276870:5097,1215:1215,07/16/16 18:23:45,STABLE BEAMS,6500,178864.895,172650.498,26.4,PLTZERO
276870:5097,1216:1216,07/16/16 18:24:09,STABLE BEAMS,6500,178808.135,172939.175,26.4,PLTZERO
276870:5097,1217:1217,07/16/16 18:24:32,STABLE BEAMS,6500,178701.425,172664.622,26.4,PLTZERO
276870:5097,1218:1218,07/16/16 18:24:55,STABLE BEAMS,6500,178808.542,172528.150,26.4,PLTZERO
276870:5097,1219:1219,07/16/16 18:25:18,STABLE BEAMS,6500,178605.817,172534.291,26.4,PLTZERO
276870:5097,1220:1220,07/16/16 18:25:42,STABLE BEAMS,6500,178610.594,172790.037,26.4,PLTZERO
276870:5097,1221:1221,07/16/16 18:26:05,STABLE BEAMS,6500,178548.434,172504.649,26.4,PLTZERO
276870:5097,1222:1222,07/16/16 18:26:28,STABLE BEAMS,6500,178568.862,172050.356,26.4,PLTZERO
276870:5097,1223:1223,07/16/16 18:26:52,STABLE BEAMS,6500,178539.885,172726.446,26.4,PLTZERO
276870:5097,1224:1224,07/16/16 18:27:15,STABLE BEAMS,6500,178470.446,172679.343,26.4,PLTZERO
276870:5097,1225:1225,07/16/16 18:27:38,STABLE BEAMS,6500,178347.715,172588.426,26.4,PLTZERO
276870:5097,1226:1226,07/16/16 18:28:02,STABLE BEAMS,6500,178284.793,171357.621,26.4,PLTZERO
276870:5097,1227:1227,07/16/16 18:28:25,STABLE BEAMS,6500,178304.433,172471.051,26.4,PLTZERO
276870:5097,1228:1228,07/16/16 18:28:48,STABLE BEAMS,6500,178347.817,172320.625,26.4,PLTZERO
276870:5097,1229:1229,07/16/16 18:29:12,STABLE BEAMS,6500,178192.678,172391.202,26.3,PLTZERO
276870:5097,1230:1230,07/16/16 18:29:35,STABLE BEAMS,6500,178121.333,171687.897,26.3,PLTZERO
276870:5097,1231:1231,07/16/16 18:29:58,STABLE BEAMS,6500,178127.507,172401.415,26.3,PLTZERO
276870:5097,1232:1232,07/16/16 18:30:22,STABLE BEAMS,6500,178071.000,171469.797,26.3,PLTZERO
276870:5097,1233:1233,07/16/16 18:30:45,STABLE BEAMS,6500,178036.357,171830.609,26.3,PLTZERO
276870:5097,1234:1234,07/16/16 18:31:08,STABLE BEAMS,6500,177973.917,172218.175,26.3,PLTZERO
276870:5097,1235:1235,07/16/16 18:31:31,STABLE BEAMS,6500,177977.474,172227.389,26.3,PLTZERO
276870:5097,1236:1236,07/16/16 18:31:55,STABLE BEAMS,6500,177916.825,166703.182,26.3,PLTZERO
276870:5097,1237:1237,07/16/16 18:32:18,STABLE BEAMS,6500,177833.538,169477.376,26.3,PLTZERO
276870:5097,1238:1238,07/16/16 18:32:41,STABLE BEAMS,6500,177778.237,171160.915,26.3,PLTZERO
276870:5097,1239:1239,07/16/16 18:33:05,STABLE BEAMS,6500,177740.951,171588.180,26.3,PLTZERO
276870:5097,1240:1240,07/16/16 18:33:28,STABLE BEAMS,6500,177739.592,172007.931,26.3,PLTZERO
276870:5097,1241:1241,07/16/16 18:33:51,STABLE BEAMS,6500,177658.184,168821.858,26.3,PLTZERO
276870:5097,1242:1242,07/16/16 18:34:15,STABLE BEAMS,6500,177615.918,170740.862,26.3,PLTZERO
276870:5097,1243:1243,07/16/16 18:34:38,STABLE BEAMS,6500,177530.102,171834.913,26.2,PLTZERO
276870:5097,1244:1244,07/16/16 18:35:01,STABLE BEAMS,6500,177429.625,171267.135,26.2,PLTZERO
276870:5097,1245:1245,07/16/16 18:35:25,STABLE BEAMS,6500,177393.748,171222.664,26.2,PLTZERO
276870:5097,1246:1246,07/16/16 18:35:48,STABLE BEAMS,6500,177343.884,169267.066,26.2,PLTZERO
276870:5097,1247:1247,07/16/16 18:36:11,STABLE BEAMS,6500,177284.835,171421.373,26.2,PLTZERO
276870:5097,1248:1248,07/16/16 18:36:34,STABLE BEAMS,6500,177194.686,171064.573,26.2,PLTZERO
276870:5097,1249:1249,07/16/16 18:36:58,STABLE BEAMS,6500,177135.866,171441.729,26.2,PLTZERO
276870:5097,1250:1250,07/16/16 18:37:21,STABLE BEAMS,6500,177070.794,171366.785,26.2,PLTZERO
276870:5097,1251:1251,07/16/16 18:37:44,STABLE BEAMS,6500,177091.426,170950.243,26.2,PLTZERO
276870:5097,1252:1252,07/16/16 18:38:08,STABLE BEAMS,6500,177026.139,171226.052,26.2,PLTZERO
276870:5097,1253:1253,07/16/16 18:38:31,STABLE BEAMS,6500,177039.885,170933.871,26.2,PLTZERO
276870:5097,1254:1254,07/16/16 18:38:54,STABLE BEAMS,6500,176942.697,171257.559,26.2,PLTZERO
276870:5097,1255:1255,07/16/16 18:39:18,STABLE BEAMS,6500,176883.291,171230.270,26.2,PLTZERO
276870:5097,1256:1256,07/16/16 18:39:41,STABLE BEAMS,6500,177022.912,171347.754,26.2,PLTZERO
276870:5097,1257:1257,07/16/16 18:40:04,STABLE BEAMS,6500,176994.848,170675.296,26.2,PLTZERO
276870:5097,1258:1258,07/16/16 18:40:28,STABLE BEAMS,6500,176827.887,170515.102,26.1,PLTZERO
276870:5097,1259:1259,07/16/16 18:40:51,STABLE BEAMS,6500,176862.481,165052.137,26.2,PLTZERO
276870:5097,1260:1260,07/16/16 18:41:14,STABLE BEAMS,6500,176745.588,170426.313,26.1,PLTZERO
276870:5097,1261:1261,07/16/16 18:41:38,STABLE BEAMS,6500,176763.832,168687.555,26.1,PLTZERO
276870:5097,1262:1262,07/16/16 18:42:01,STABLE BEAMS,6500,176586.986,170749.173,26.1,PLTZERO
276870:5097,1263:1263,07/16/16 18:42:24,STABLE BEAMS,6500,176680.504,170853.289,26.1,PLTZERO
276870:5097,1264:1264,07/16/16 18:42:47,STABLE BEAMS,6500,176503.683,170717.356,26.1,PLTZERO
276870:5097,1265:1265,07/16/16 18:43:11,STABLE BEAMS,6500,176538.468,170973.493,26.1,PLTZERO
