run,ls,delivered,recorded
176201,1,6.42280830469,6.29079964805
176201,2,6.32798084531,6.32182178737
176201,3,6.32879040234,6.3225853258
176201,4,6.43035952969,6.42404646008
176201,5,6.26730583359,6.26115704759
176201,6,6.26056416562,6.25443831575
176201,7,6.36752941172,6.36128284913
176201,8,6.48262712109,6.47625044196
176201,9,6.49951644375,6.49312182769
176201,10,6.57012540937,6.5636466813
176201,11,6.40214685,6.39582349863
176201,12,6.36429396797,6.35802235961
176201,13,6.42483045703,6.41831565462
176201,14,6.56079009609,6.55427718572
176201,15,6.64105179375,6.63444342585
176201,16,6.60852820547,6.60193631881
176201,17,6.35002195781,6.34370827875
176201,18,6.33585088125,6.32956332891
176201,19,6.30042597422,6.29416391267
176201,20,6.28311829922,6.27687670192
176201,21,6.31636930547,6.31007105197
176201,22,6.27120952734,6.26493904609
176201,23,6.25832552812,6.25208017095
176201,24,6.03337656797,6.02736838581
176201,25,4.58336421211,4.57879944141
176201,26,4.3571177332,4.35277764205
176201,27,4.29549220547,4.29120817682
176201,28,4.25510275781,4.25086733958
176201,29,4.28240599102,4.27814620291
176201,30,4.27575203086,4.27149596182
176201,31,4.32468115664,4.32036182082
176201,32,5.38624848867,5.38086161209
176201,33,62586.8736768,60976.7137455
176201,34,72148.504032,70523.2828391
176201,35,76246.0890048,74084.7934069
176201,36,72410.35824,70730.6289429
176201,37,72952.2459072,71163.2792507
176201,38,79069.7179008,76478.7742228
176201,39,79039.0617984,76484.5576145
176201,40,79005.6742464,77162.9327166
176201,41,78967.5137856,77618.5559843
176201,42,78941.8643904,77600.0372974
176201,43,78900.2539776,77560.8263914
176201,44,78833.1595392,77581.4794494
176201,45,78789.5817984,77652.8607101
176201,46,78722.8466112,77589.3745894
176201,47,78664.2886656,77537.2425004
176201,48,78586.8785856,27919.3050723
176201,49,78524.0039232,53641.001462
176201,50,78477.7631616,51140.7982649
176201,51,78417.808128,76234.0768108
176201,52,78348.723552,76622.9147437
176201,53,78269.0952384,76108.423737
176201,54,78205.4450496,76681.5970117
176201,55,78111.7375104,75987.4237597
176201,56,78037.9085376,76339.0305222
176201,57,77943.3456384,76459.1630116
176201,58,77889.8457216,75342.9873557
176201,59,77828.2255872,76366.4887499
176201,60,77764.4100288,76485.0562327
176201,61,77707.3290048,75812.827102
176201,62,77643.2625408,75392.0306374
176201,63,77581.9389312,75767.5790843
176201,64,77523.4152,75906.8094809
176201,65,77477.4709632,75467.6592298
176201,66,77431.2302016,72685.9135596
176201,67,77381.6478336,75567.4928323
176201,68,77358.5417088,74724.3440629
176201,69,77317.6098816,75102.4990189
176201,70,77282.032608,75718.8330165
176201,71,77255.0944704,75464.1130765
176201,72,77211.3285504,75416.6764409
176201,73,76645.6048512,75319.2214829
176201,74,76705.9818624,74733.3789827
176201,75,76659.5814336,74716.5044644
176201,76,76869.9714816,75316.571883
176201,77,76262.6373696,74753.2002245
176201,78,76828.29264,75051.8616066
176201,79,76279.8586176,74554.5165734
176201,80,76172.9557248,74672.2711856
176201,81,76741.6845888,74796.1438416
176201,82,76627.4769216,75335.0394636
176201,83,76513.3604928,75204.7262788
176201,84,76525.9171776,74790.2613062
176201,85,76389.9320448,74694.9605778
176201,86,76327.7758848,74625.07993
176201,87,76262.985216,74814.5773862
176201,88,76191.9675264,74286.1188105
176201,89,76112.3221056,74423.0860216
176201,90,76054.8989376,73777.1647791
176201,91,75980.0948544,73689.4186906
176201,92,75916.1823552,74440.0018433
176201,93,75863.7544896,74704.0455676
176201,94,75744.8594496,73708.7851079
176201,95,75686.729184,74536.4196892
176201,96,75613.5730944,74071.2044964
176201,97,75531.053664,74199.0580376
176201,98,75464.0105472,73792.5041742
176201,99,75403.148832,73617.1173525
176201,100,75337.4514816,73184.3683073
176201,101,75257.167392,73722.9375128
176201,102,75186.4975488,73874.046491
176201,103,75107.0460096,74017.8835047
176201,104,75006.3815424,73925.446517
176201,105,74944.2710016,73856.8976017
176201,106,74879.754048,73790.2738642
176201,107,74835.0928512,73360.2633585
176201,108,74729.039616,73225.062208
176201,109,74654.5719744,73293.2042098
176201,110,74563.6814208,73228.9494804
176201,111,74531.993184,73459.7839636
176201,112,74443.9937472,73373.8998739
176201,113,74391.0697728,72936.3514445
176201,114,74347.4121984,73088.4441366
176201,115,74262.6916416,72803.6538043
176201,116,74176.4371392,72438.8561901
176201,117,74103.8056704,73051.0851769
176201,118,74045.7153216,73023.1083836
176201,119,73964.6728128,72734.7535406
176201,120,73909.2283776,72401.3759936
176201,121,73851.0068736,72330.008327
176201,122,73793.0020608,72555.3321561
176201,123,73729.5628608,72593.307961
176201,124,73669.3968384,72345.8399566
176201,125,73613.7585216,72147.9793607
176201,126,73556.8941888,72452.1431818
176201,127,73468.7635968,71829.9271278
176201,128,73389.9906432,71965.3652477
176201,129,73337.7566592,71365.2744922
176201,130,73291.7553984,71996.3115993
176201,131,73230.5743488,71961.2320144
176201,132,73160.1839232,71884.3181204
176201,133,73097.8737984,71248.0246152
176201,134,73037.8617408,71587.6576811
176201,135,72998.247168,71122.5246883
176201,136,72923.260608,66250.9387137
176201,137,72851.8608576,65892.3152642
176201,138,72784.321632,65666.303977
176201,139,72748.4307264,66557.3886052
176201,140,72687.3922368,66492.2197825
