#Data tag : v1 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(/ub),recorded(/ub),avgpu,source
275832:5045,37:37,06/26/16 17:32:03,STABLE BEAMS,6500,227900.937,206070.290,33.7,PLTZERO
275832:5045,38:38,06/26/16 17:32:26,STABLE BEAMS,6500,227830.158,210511.901,33.7,PLTZERO
275832:5045,39:39,06/26/16 17:32:50,STABLE BEAMS,6500,227711.075,206501.136,33.7,PLTZERO
275832:5045,40:40,06/26/16 17:33:13,STABLE BEAMS,6500,227627.560,206520.730,33.7,PLTZERO
275832:5045,41:41,06/26/16 17:33:36,STABLE BEAMS,6500,227575.680,207778.341,33.6,PLTZERO
275832:5045,42:42,06/26/16 17:33:59,STABLE BEAMS,6500,227557.135,205916.000,33.6,PLTZERO
275832:5045,43:43,06/26/16 17:34:23,STABLE BEAMS,6500,227531.994,205207.607,33.6,PLTZERO
275832:5045,44:44,06/26/16 17:34:46,STABLE BEAMS,6500,227374.780,208093.303,33.6,PLTZERO
275832:5045,45:45,06/26/16 17:35:09,STABLE BEAMS,6500,227262.343,206868.792,33.6,PLTZERO
275832:5045,46:46,06/26/16 17:35:33,STABLE BEAMS,6500,227302.452,206403.733,33.6,PLTZERO
275832:5045,47:47,06/26/16 17:35:56,STABLE BEAMS,6500,227126.235,206812.863,33.6,PLTZERO
275832:5045,48:48,06/26/16 17:36:19,STABLE BEAMS,6500,227102.692,205307.522,33.6,PLTZERO
275832:5045,49:49,06/26/16 17:36:43,STABLE BEAMS,6500,227006.085,207554.840,33.6,PLTZERO
275832:5045,50:50,06/26/16 17:37:06,STABLE BEAMS,6500,226893.164,192299.343,33.5,PLTZERO
275832:5045,51:51,06/26/16 17:37:29,STABLE BEAMS,6500,226835.904,192508.196,33.5,PLTZERO
275832:5045,52:52,06/26/16 17:37:53,STABLE BEAMS,6500,226712.251,208354.160,33.5,PLTZERO
275832:5045,53:53,06/26/16 17:38:16,STABLE BEAMS,6500,226673.182,208846.564,33.5,PLTZERO
275832:5045,54:54,06/26/16 17:38:39,STABLE BEAMS,6500,226686.958,209212.813,33.5,PLTZERO
275832:5045,55:55,06/26/16 17:39:02,STABLE BEAMS,6500,226632.159,210110.459,33.5,PLTZERO
275832:5045,56:56,06/26/16 17:39:26,STABLE BEAMS,6500,226548.438,208852.848,33.5,PLTZERO
275832:5045,57:57,06/26/16 17:39:49,STABLE BEAMS,6500,226375.566,209047.712,33.5,PLTZERO
275832:5045,58:58,06/26/16 17:40:12,STABLE BEAMS,6500,226239.657,208359.379,33.5,PLTZERO
275832:5045,59:59,06/26/16 17:40:36,STABLE BEAMS,6500,226162.024,210009.211,33.4,PLTZERO
275832:5045,60:60,06/26/16 17:40:59,STABLE BEAMS,6500,226036.720,209511.963,33.4,PLTZERO
275832:5045,61:61,06/26/16 17:41:22,STABLE BEAMS,6500,226059.249,210753.247,33.4,PLTZERO
275832:5045,62:62,06/26/16 17:41:46,STABLE BEAMS,6500,226043.240,192816.652,33.4,PLTZERO
275832:5045,63:63,06/26/16 17:42:09,STABLE BEAMS,6500,225984.710,212183.633,33.4,PLTZERO
275832:5045,64:64,06/26/16 17:42:32,STABLE BEAMS,6500,225937.166,212861.972,33.4,PLTZERO
275832:5045,65:65,06/26/16 17:42:56,STABLE BEAMS,6500,225933.918,212053.443,33.4,PLTZERO
275832:5045,66:66,06/26/16 17:43:19,STABLE BEAMS,6500,225810.567,211788.092,33.4,PLTZERO
275832:5045,67:67,06/26/16 17:43:42,STABLE BEAMS,6500,225764.798,213099.176,33.4,PLTZERO
275832:5045,68:68,06/26/16 17:44:06,STABLE BEAMS,6500,225625.259,212270.889,33.4,PLTZERO
275832:5045,69:69,06/26/16 17:44:29,STABLE BEAMS,6500,225592.480,213031.124,33.4,PLTZERO
275832:5045,70:70,06/26/16 17:44:52,STABLE BEAMS,6500,225483.994,212056.026,33.3,PLTZERO
275832:5045,71:71,06/26/16 17:45:15,STABLE BEAMS,6500,225268.062,213555.188,33.3,PLTZERO
275832:5045,72:72,06/26/16 17:45:39,STABLE BEAMS,6500,225451.342,193110.379,33.3,PLTZERO
275832:5045,73:73,06/26/16 17:46:02,STABLE BEAMS,6500,225357.394,213415.149,33.3,PLTZERO
275832:5045,74:74,06/26/16 17:46:25,STABLE BEAMS,6500,225190.554,213326.539,33.3,PLTZERO
275832:5045,75:75,06/26/16 17:46:49,STABLE BEAMS,6500,225181.902,209968.746,33.3,PLTZERO
275832:5045,76:76,06/26/16 17:47:12,STABLE BEAMS,6500,225132.581,208406.550,33.3,PLTZERO
275832:5045,77:77,06/26/16 17:47:35,STABLE BEAMS,6500,225086.126,212223.481,33.3,PLTZERO
275832:5045,78:78,06/26/16 17:47:59,STABLE BEAMS,6500,225070.523,213857.056,33.3,PLTZERO
275832:5045,79:79,06/26/16 17:48:22,STABLE BEAMS,6500,224982.180,197139.141,33.3,PLTZERO
275832:5045,80:80,06/26/16 17:48:45,STABLE BEAMS,6500,224990.020,209713.732,33.3,PLTZERO
275832:5045,81:81,06/26/16 17:49:09,STABLE BEAMS,6500,225011.179,213990.706,33.3,PLTZERO
275832:5045,82:82,06/26/16 17:49:32,STABLE BEAMS,6500,224899.495,212787.138,33.3,PLTZERO
275832:5045,83:83,06/26/16 17:49:55,STABLE BEAMS,6500,224844.566,213156.675,33.2,PLTZERO
275832:5045,84:84,06/26/16 17:50:19,STABLE BEAMS,6500,224815.440,210362.808,33.2,PLTZERO
275832:5045,85:85,06/26/16 17:50:42,STABLE BEAMS,6500,224804.022,213544.612,33.2,PLTZERO
275832:5045,86:86,06/26/16 17:51:05,STABLE BEAMS,6500,224717.582,214168.776,33.2,PLTZERO
275832:5045,87:87,06/26/16 17:51:28,STABLE BEAMS,6500,224716.719,213749.808,33.2,PLTZERO
275832:5045,88:88,06/26/16 17:51:52,STABLE BEAMS,6500,224683.965,213744.791,33.2,PLTZERO
275832:5045,89:89,06/26/16 17:52:15,STABLE BEAMS,6500,224605.947,213508.156,33.2,PLTZERO
275832:5045,90:90,06/26/16 17:52:38,STABLE BEAMS,6500,224606.607,213591.149,33.2,PLTZERO
275832:5045,91:91,06/26/16 17:53:02,STABLE BEAMS,6500,224593.541,213985.867,33.2,PLTZERO
275832:5045,92:92,06/26/16 17:53:25,STABLE BEAMS,6500,224485.229,213763.043,33.2,PLTZERO
275832:5045,93:93,06/26/16 17:53:48,STABLE BEAMS,6500,224427.636,213660.313,33.2,PLTZERO
275832:5045,94:94,06/26/16 17:54:12,STABLE BEAMS,6500,224262.922,213966.343,33.2,PLTZERO
275832:5045,95:95,06/26/16 17:54:35,STABLE BEAMS,6500,224182.519,214188.762,33.1,PLTZERO
275832:5045,96:96,06/26/16 17:54:58,STABLE BEAMS,6500,224138.904,214053.143,33.1,PLTZERO
275832:5045,97:97,06/26/16 17:55:22,STABLE BEAMS,6500,223986.571,213440.148,33.1,PLTZERO
275832:5045,98:98,06/26/16 17:55:45,STABLE BEAMS,6500,223957.418,214689.372,33.1,PLTZERO
275832:5045,99:99,06/26/16 17:56:08,STABLE BEAMS,6500,223970.485,214905.096,33.1,PLTZERO
275832:5045,100:100,06/26/16 17:56:31,STABLE BEAMS,6500,223998.344,213017.906,33.1,PLTZERO
275832:5045,101:101,06/26/16 17:56:55,STABLE BEAMS,6500,223774.460,214520.816,33.1,PLTZERO
275832:5045,102:102,06/26/16 17:57:18,STABLE BEAMS,6500,223729.830,213692.470,33.1,PLTZERO
275832:5045,103:103,06/26/16 17:57:41,STABLE BEAMS,6500,223622.176,214043.711,33.1,PLTZERO
275832:5045,104:104,06/26/16 17:58:05,STABLE BEAMS,6500,223635.471,214211.926,33.1,PLTZERO
275832:5045,105:105,06/26/16 17:58:28,STABLE BEAMS,6500,223505.564,211825.303,33.0,PLTZERO
275832:5045,106:106,06/26/16 17:58:51,STABLE BEAMS,6500,223399.786,214464.702,33.0,PLTZERO
275832:5045,107:107,06/26/16 17:59:15,STABLE BEAMS,6500,223364.493,207864.978,33.0,PLTZERO
275832:5045,108:108,06/26/16 17:59:38,STABLE BEAMS,6500,223258.157,214517.080,33.0,PLTZERO
275832:5045,109:109,06/26/16 18:00:01,STABLE BEAMS,6500,223237.300,214389.015,33.0,PLTZERO
275832:5045,110:110,06/26/16 18:00:25,STABLE BEAMS,6500,223150.222,214414.119,33.0,PLTZERO
275832:5045,111:111,06/26/16 18:00:48,STABLE BEAMS,6500,223013.843,214485.329,33.0,PLTZERO
275832:5045,112:112,06/26/16 18:01:11,STABLE BEAMS,6500,222945.869,214066.060,33.0,PLTZERO
275832:5045,113:113,06/26/16 18:01:35,STABLE BEAMS,6500,222910.829,213635.272,33.0,PLTZERO
275832:5045,114:114,06/26/16 18:01:58,STABLE BEAMS,6500,222895.174,214197.873,33.0,PLTZERO
275832:5045,115:115,06/26/16 18:02:21,STABLE BEAMS,6500,222851.863,212966.802,33.0,PLTZERO
275832:5045,116:116,06/26/16 18:02:44,STABLE BEAMS,6500,222758.845,213923.450,32.9,PLTZERO
275832:5045,117:117,06/26/16 18:03:08,STABLE BEAMS,6500,222578.646,213220.024,32.9,PLTZERO
275832:5045,118:118,06/26/16 18:03:31,STABLE BEAMS,6500,222517.471,211164.529,32.9,PLTZERO
275832:5045,119:119,06/26/16 18:03:54,STABLE BEAMS,6500,222496.107,213233.491,32.9,PLTZERO
275832:5045,120:120,06/26/16 18:04:18,STABLE BEAMS,6500,222462.741,214247.063,32.9,PLTZERO
275832:5045,121:121,06/26/16 18:04:41,STABLE BEAMS,6500,222393.523,213089.099,32.9,PLTZERO
275832:5045,122:122,06/26/16 18:05:04,STABLE BEAMS,6500,222316.591,213842.123,32.9,PLTZERO
275832:5045,123:123,06/26/16 18:05:28,STABLE BEAMS,6500,222251.102,213325.980,32.9,PLTZERO
275832:5045,124:124,06/26/16 18:05:51,STABLE BEAMS,6500,222175.794,192377.977,32.9,PLTZERO
275832:5045,125:125,06/26/16 18:06:14,STABLE BEAMS,6500,222123.169,207002.148,32.8,PLTZERO
275832:5045,126:126,06/26/16 18:06:38,STABLE BEAMS,6500,222097.085,212955.273,32.8,PLTZERO
275832:5045,127:127,06/26/16 18:07:01,STABLE BEAMS,6500,222089.981,213503.118,32.8,PLTZERO
275832:5045,128:128,06/26/16 18:07:24,STABLE BEAMS,6500,222068.109,213390.611,32.8,PLTZERO
275832:5045,129:129,06/26/16 18:07:48,STABLE BEAMS,6500,221904.221,213563.608,32.8,PLTZERO
275832:5045,130:130,06/26/16 18:08:11,STABLE BEAMS,6500,221804.122,212997.936,32.8,PLTZERO
275832:5045,131:131,06/26/16 18:08:34,STABLE BEAMS,6500,221661.825,213557.140,32.8,PLTZERO
275832:5045,132:132,06/26/16 18:08:57,STABLE BEAMS,6500,221635.639,212864.596,32.8,PLTZERO
275832:5045,133:133,06/26/16 18:09:21,STABLE BEAMS,6500,221610.037,213330.118,32.8,PLTZERO
275832:5045,134:134,06/26/16 18:09:44,STABLE BEAMS,6500,221587.708,212552.176,32.8,PLTZERO
275832:5045,135:135,06/26/16 18:10:07,STABLE BEAMS,6500,221523.614,211453.771,32.8,PLTZERO
275832:5045,136:136,06/26/16 18:10:31,STABLE BEAMS,6500,221140.490,212896.831,32.7,PLTZERO
275832:5045,137:137,06/26/16 18:10:54,STABLE BEAMS,6500,221538.813,212463.628,32.8,PLTZERO
275832:5045,138:138,06/26/16 18:11:17,STABLE BEAMS,6500,221331.786,213272.321,32.7,PLTZERO
275832:5045,139:139,06/26/16 18:11:41,STABLE BEAMS,6500,221066.169,212434.090,32.7,PLTZERO
275832:5045,140:140,06/26/16 18:12:04,STABLE BEAMS,6500,221004.737,213380.177,32.7,PLTZERO
275832:5045,141:141,06/26/16 18:12:27,STABLE BEAMS,6500,220810.851,212898.723,32.6,PLTZERO
275832:5045,142:142,06/26/16 18:12:51,STABLE BEAMS,6500,220926.432,212992.747,32.7,PLTZERO
275832:5045,143:143,06/26/16 18:13:14,STABLE BEAMS,6500,220896.439,212313.025,32.7,PLTZERO
275832:5045,144:144,06/26/16 18:13:37,STABLE BEAMS,6500,221002.174,213352.436,32.7,PLTZERO
275832:5045,145:145,06/26/16 18:14:00,STABLE BEAMS,6500,220828.969,213217.833,32.7,PLTZERO
275832:5045,146:146,06/26/16 18:14:24,STABLE BEAMS,6500,220764.137,212671.663,32.6,PLTZERO
275832:5045,147:147,06/26/16 18:14:47,STABLE BEAMS,6500,220684.765,212788.262,32.6,PLTZERO
275832:5045,148:148,06/26/16 18:15:10,STABLE BEAMS,6500,220576.593,212688.434,32.6,PLTZERO
275832:5045,149:149,06/26/16 18:15:34,STABLE BEAMS,6500,220603.338,212539.249,32.6,PLTZERO
275832:5045,150:150,06/26/16 18:15:57,STABLE BEAMS,6500,220519.322,213051.717,32.6,PLTZERO
275832:5045,151:151,06/26/16 18:16:20,STABLE BEAMS,6500,220451.952,209553.587,32.6,PLTZERO
275832:5045,152:152,06/26/16 18:16:44,STABLE BEAMS,6500,220461.087,211922.719,32.6,PLTZERO
275832:5045,153:153,06/26/16 18:17:07,STABLE BEAMS,6500,220377.502,212916.883,32.6,PLTZERO
275832:5045,154:154,06/26/16 18:17:30,STABLE BEAMS,6500,220204.572,208790.640,32.6,PLTZERO
275832:5045,155:155,06/26/16 18:17:54,STABLE BEAMS,6500,220170.113,202036.304,32.6,PLTZERO
275832:5045,156:156,06/26/16 18:18:17,STABLE BEAMS,6500,220134.182,207092.657,32.5,PLTZERO
275832:5045,157:157,06/26/16 18:18:40,STABLE BEAMS,6500,220090.638,206137.025,32.5,PLTZERO
275832:5045,158:158,06/26/16 18:19:04,STABLE BEAMS,6500,219995.837,211828.865,32.5,PLTZERO
275832:5045,159:159,06/26/16 18:19:27,STABLE BEAMS,6500,219957.292,212086.827,32.5,PLTZERO
275832:5045,160:160,06/26/16 18:19:50,STABLE BEAMS,6500,219947.320,212559.131,32.5,PLTZERO
275832:5045,161:161,06/26/16 18:20:13,STABLE BEAMS,6500,219921.005,212057.146,32.5,PLTZERO
275832:5045,162:162,06/26/16 18:20:37,STABLE BEAMS,6500,219817.018,211706.295,32.5,PLTZERO
275832:5045,163:163,06/26/16 18:21:00,STABLE BEAMS,6500,219696.789,211806.930,32.5,PLTZERO
275832:5045,164:164,06/26/16 18:21:23,STABLE BEAMS,6500,219608.661,211922.001,32.5,PLTZERO
275832:5045,165:165,06/26/16 18:21:47,STABLE BEAMS,6500,219540.654,212193.178,32.5,PLTZERO
275832:5045,166:166,06/26/16 18:22:10,STABLE BEAMS,6500,219546.820,206264.996,32.5,PLTZERO
275832:5045,167:167,06/26/16 18:22:33,STABLE BEAMS,6500,219123.351,210364.050,32.4,PLTZERO
275832:5045,168:168,06/26/16 18:22:57,STABLE BEAMS,6500,218828.280,211405.501,32.4,PLTZERO
275832:5045,169:169,06/26/16 18:23:20,STABLE BEAMS,6500,218993.884,211785.829,32.4,PLTZERO
275832:5045,170:170,06/26/16 18:23:43,STABLE BEAMS,6500,219053.720,211044.474,32.4,PLTZERO
275832:5045,171:171,06/26/16 18:24:07,STABLE BEAMS,6500,219021.746,211635.476,32.4,PLTZERO
275832:5045,172:172,06/26/16 18:24:30,STABLE BEAMS,6500,218967.213,210806.678,32.4,PLTZERO
275832:5045,173:173,06/26/16 18:24:53,STABLE BEAMS,6500,218918.390,210451.865,32.4,PLTZERO
275832:5045,174:174,06/26/16 18:25:16,STABLE BEAMS,6500,218920.014,211490.967,32.4,PLTZERO
275832:5045,175:175,06/26/16 18:25:40,STABLE BEAMS,6500,218874.337,211495.003,32.4,PLTZERO
275832:5045,176:176,06/26/16 18:26:03,STABLE BEAMS,6500,218882.559,209113.736,32.4,PLTZERO
275832:5045,177:177,06/26/16 18:26:26,STABLE BEAMS,6500,218914.711,211257.065,32.4,PLTZERO
275832:5045,178:178,06/26/16 18:26:50,STABLE BEAMS,6500,218740.402,211061.938,32.3,PLTZERO
275832:5045,179:179,06/26/16 18:27:13,STABLE BEAMS,6500,218742.534,211298.097,32.3,PLTZERO
275832:5045,180:180,06/26/16 18:27:36,STABLE BEAMS,6500,218663.792,211045.878,32.3,PLTZERO
275832:5045,181:181,06/26/16 18:28:00,STABLE BEAMS,6500,218538.281,210147.633,32.3,PLTZERO
275832:5045,182:182,06/26/16 18:28:23,STABLE BEAMS,6500,218361.712,211248.479,32.3,PLTZERO
275832:5045,183:183,06/26/16 18:28:46,STABLE BEAMS,6500,218232.876,211186.391,32.3,PLTZERO
275832:5045,184:184,06/26/16 18:29:10,STABLE BEAMS,6500,218133.654,210604.996,32.3,PLTZERO
275832:5045,185:185,06/26/16 18:29:33,STABLE BEAMS,6500,218066.634,210769.366,32.2,PLTZERO
275832:5045,186:186,06/26/16 18:29:56,STABLE BEAMS,6500,218088.432,211077.251,32.2,PLTZERO
275832:5045,187:187,06/26/16 18:30:20,STABLE BEAMS,6500,217980.074,210211.798,32.2,PLTZERO
275832:5045,188:188,06/26/16 18:30:43,STABLE BEAMS,6500,217770.309,171620.109,32.2,PLTZERO
275832:5045,189:189,06/26/16 18:31:06,STABLE BEAMS,6500,217730.594,210864.837,32.2,PLTZERO
275832:5045,190:190,06/26/16 18:31:29,STABLE BEAMS,6500,217729.554,210855.437,32.2,PLTZERO
275832:5045,191:191,06/26/16 18:31:53,STABLE BEAMS,6500,217706.537,209245.471,32.2,PLTZERO
275832:5045,192:192,06/26/16 18:32:16,STABLE BEAMS,6500,217717.195,210234.708,32.2,PLTZERO
275832:5045,193:193,06/26/16 18:32:39,STABLE BEAMS,6500,217644.871,210443.011,32.2,PLTZERO
275832:5045,194:194,06/26/16 18:33:03,STABLE BEAMS,6500,217574.551,210645.250,32.2,PLTZERO
275832:5045,195:195,06/26/16 18:33:26,STABLE BEAMS,6500,217493.675,210378.637,32.2,PLTZERO
275832:5045,196:196,06/26/16 18:33:49,STABLE BEAMS,6500,217405.768,210553.868,32.1,PLTZERO
275832:5045,197:197,06/26/16 18:34:13,STABLE BEAMS,6500,217352.045,209968.825,32.1,PLTZERO
275832:5045,198:198,06/26/16 18:34:36,STABLE BEAMS,6500,217111.595,209740.965,32.1,PLTZERO
275832:5045,199:199,06/26/16 18:34:59,STABLE BEAMS,6500,217277.994,210057.931,32.1,PLTZERO
275832:5045,200:200,06/26/16 18:35:23,STABLE BEAMS,6500,217116.442,209228.420,32.1,PLTZERO
275832:5045,201:201,06/26/16 18:35:46,STABLE BEAMS,6500,217017.445,209871.943,32.1,PLTZERO
275832:5045,202:202,06/26/16 18:36:09,STABLE BEAMS,6500,216957.909,206270.889,32.1,PLTZERO
275832:5045,203:203,06/26/16 18:36:33,STABLE BEAMS,6500,217115.807,206308.151,32.1,PLTZERO
275832:5045,204:204,06/26/16 18:36:56,STABLE BEAMS,6500,216988.387,205789.556,32.1,PLTZERO
275832:5045,205:205,06/26/16 18:37:19,STABLE BEAMS,6500,216638.506,205407.257,32.0,PLTZERO
275832:5045,206:206,06/26/16 18:37:43,STABLE BEAMS,6500,216882.309,205718.183,32.1,PLTZERO
275832:5045,207:207,06/26/16 18:38:06,STABLE BEAMS,6500,216906.570,206060.342,32.1,PLTZERO
275832:5045,208:208,06/26/16 18:38:29,STABLE BEAMS,6500,216674.999,206239.866,32.0,PLTZERO
275832:5045,209:209,06/26/16 18:38:52,STABLE BEAMS,6500,216517.682,206523.835,32.0,PLTZERO
275832:5045,210:210,06/26/16 18:39:16,STABLE BEAMS,6500,216436.016,206156.425,32.0,PLTZERO
275832:5045,211:211,06/26/16 18:39:39,STABLE BEAMS,6500,216447.512,206169.271,32.0,PLTZERO
275832:5045,212:212,06/26/16 18:40:02,STABLE BEAMS,6500,216465.784,202983.808,32.0,PLTZERO
275832:5045,213:213,06/26/16 18:40:26,STABLE BEAMS,6500,216376.200,205617.361,32.0,PLTZERO
275832:5045,214:214,06/26/16 18:40:49,STABLE BEAMS,6500,216310.471,205849.173,32.0,PLTZERO
275832:5045,215:215,06/26/16 18:41:12,STABLE BEAMS,6500,216240.022,205889.395,32.0,PLTZERO
275832:5045,216:216,06/26/16 18:41:36,STABLE BEAMS,6500,216226.774,206246.330,32.0,PLTZERO
275832:5045,217:217,06/26/16 18:41:59,STABLE BEAMS,6500,216143.610,205473.947,32.0,PLTZERO
275832:5045,218:218,06/26/16 18:42:22,STABLE BEAMS,6500,215996.112,205830.648,31.9,PLTZERO
275832:5045,219:219,06/26/16 18:42:45,STABLE BEAMS,6500,215961.877,205556.560,31.9,PLTZERO
275832:5045,220:220,06/26/16 18:43:09,STABLE BEAMS,6500,215909.674,205773.232,31.9,PLTZERO
275832:5045,221:221,06/26/16 18:43:32,STABLE BEAMS,6500,215971.647,206028.139,31.9,PLTZERO
275832:5045,222:222,06/26/16 18:43:55,STABLE BEAMS,6500,215934.849,205185.803,31.9,PLTZERO
275832:5045,223:223,06/26/16 18:44:19,STABLE BEAMS,6500,215808.490,205675.248,31.9,PLTZERO
275832:5045,224:224,06/26/16 18:44:42,STABLE BEAMS,6500,215739.664,203699.693,31.9,PLTZERO
275832:5045,225:225,06/26/16 18:45:05,STABLE BEAMS,6500,215889.574,205267.127,31.9,PLTZERO
275832:5045,226:226,06/26/16 18:45:29,STABLE BEAMS,6500,215647.946,205622.060,31.9,PLTZERO
275832:5045,227:227,06/26/16 18:45:52,STABLE BEAMS,6500,215447.582,206069.203,31.9,PLTZERO
275832:5045,228:228,06/26/16 18:46:15,STABLE BEAMS,6500,215460.779,206311.780,31.9,PLTZERO
275832:5045,229:229,06/26/16 18:46:39,STABLE BEAMS,6500,215454.002,205368.482,31.9,PLTZERO
275832:5045,230:230,06/26/16 18:47:02,STABLE BEAMS,6500,215388.221,205014.301,31.8,PLTZERO
275832:5045,231:231,06/26/16 18:47:25,STABLE BEAMS,6500,215405.123,205544.213,31.8,PLTZERO
275832:5045,232:232,06/26/16 18:47:49,STABLE BEAMS,6500,215342.971,193300.500,31.8,PLTZERO
275832:5045,233:233,06/26/16 18:48:12,STABLE BEAMS,6500,215197.347,198739.948,31.8,PLTZERO
275832:5045,234:234,06/26/16 18:48:35,STABLE BEAMS,6500,211792.883,197458.844,31.3,PLTZERO
275832:5045,235:235,06/26/16 18:48:58,STABLE BEAMS,6500,212007.394,200936.666,31.3,PLTZERO
275832:5045,236:236,06/26/16 18:49:22,STABLE BEAMS,6500,211306.366,200131.514,31.2,PLTZERO
275832:5045,237:237,06/26/16 18:49:45,STABLE BEAMS,6500,200992.999,191497.874,29.7,PLTZERO
275832:5045,238:238,06/26/16 18:50:08,STABLE BEAMS,6500,210046.269,199132.269,31.1,PLTZERO
275832:5045,239:239,06/26/16 18:50:32,STABLE BEAMS,6500,215387.231,204849.731,31.8,PLTZERO
275832:5045,240:240,06/26/16 18:50:55,STABLE BEAMS,6500,215709.819,206060.511,31.9,PLTZERO
275832:5045,241:241,06/26/16 18:51:18,STABLE BEAMS,6500,215603.229,204915.574,31.9,PLTZERO
275832:5045,242:242,06/26/16 18:51:42,STABLE BEAMS,6500,215472.859,204583.574,31.9,PLTZERO
275832:5045,243:243,06/26/16 18:52:05,STABLE BEAMS,6500,215638.632,205115.944,31.9,PLTZERO
275832:5045,244:244,06/26/16 18:52:28,STABLE BEAMS,6500,215566.684,206056.166,31.9,PLTZERO
275832:5045,245:245,06/26/16 18:52:52,STABLE BEAMS,6500,215473.950,205080.860,31.9,PLTZERO
275832:5045,246:246,06/26/16 18:53:15,STABLE BEAMS,6500,215282.467,205322.015,31.8,PLTZERO
275832:5045,247:247,06/26/16 18:53:38,STABLE BEAMS,6500,215243.689,205438.485,31.8,PLTZERO
