#Data tag : v1 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(/ub),recorded(/ub),avgpu,source
273301:4919,57:57,05/12/16 22:35:58,STABLE BEAMS,6500,44204.003,42158.011,22.9,PXL
273301:4919,58:58,05/12/16 22:36:21,STABLE BEAMS,6500,44240.026,41553.325,23.0,PXL
273301:4919,59:59,05/12/16 22:36:44,STABLE BEAMS,6500,44230.781,42181.459,23.0,PXL
273301:4919,60:60,05/12/16 22:37:08,STABLE BEAMS,6500,44240.872,42201.014,23.0,PXL
273301:4919,61:61,05/12/16 22:37:31,STABLE BEAMS,6500,44279.509,42044.763,23.0,PXL
273301:4919,62:62,05/12/16 22:37:54,STABLE BEAMS,6500,44157.900,42068.070,22.9,PXL
273301:4919,63:63,05/12/16 22:38:17,STABLE BEAMS,6500,44132.318,41992.009,22.9,PXL
273301:4919,64:64,05/12/16 22:38:41,STABLE BEAMS,6500,44224.790,42121.751,23.0,PXL
273301:4919,65:65,05/12/16 22:39:04,STABLE BEAMS,6500,44036.286,42013.584,22.9,PXL
273301:4919,66:66,05/12/16 22:39:27,STABLE BEAMS,6500,43988.633,41961.054,22.8,PXL
273301:4919,67:67,05/12/16 22:39:51,STABLE BEAMS,6500,44036.875,41899.914,22.9,PXL
273301:4919,68:68,05/12/16 22:40:14,STABLE BEAMS,6500,44095.644,42064.214,22.9,PXL
273301:4919,69:69,05/12/16 22:40:37,STABLE BEAMS,6500,44110.069,42077.830,22.9,PXL
273301:4919,70:70,05/12/16 22:41:01,STABLE BEAMS,6500,44162.789,42082.185,22.9,PXL
273301:4919,71:71,05/12/16 22:41:24,STABLE BEAMS,6500,44028.934,36547.846,22.9,PXL
273301:4919,72:72,05/12/16 22:41:47,STABLE BEAMS,6500,43999.730,41939.715,22.8,PXL
273301:4919,73:73,05/12/16 22:42:11,STABLE BEAMS,6500,44065.553,40601.078,22.9,PXL
273301:4919,74:74,05/12/16 22:42:34,STABLE BEAMS,6500,44012.668,41982.363,22.8,PXL
273301:4919,75:75,05/12/16 22:42:57,STABLE BEAMS,6500,44083.038,42006.743,22.9,PXL
273301:4919,76:76,05/12/16 22:43:20,STABLE BEAMS,6500,44021.217,36855.924,22.8,PXL
273301:4919,77:77,05/12/16 22:43:44,STABLE BEAMS,6500,44040.800,41331.973,22.9,PXL
273301:4919,78:78,05/12/16 22:44:07,STABLE BEAMS,6500,44051.820,40260.083,22.9,PXL
273301:4919,79:79,05/12/16 22:44:30,STABLE BEAMS,6500,43942.448,41920.738,22.8,PXL
273301:4919,80:80,05/12/16 22:44:54,STABLE BEAMS,6500,44078.605,41911.762,22.9,PXL
273301:4919,81:81,05/12/16 22:45:17,STABLE BEAMS,6500,44018.257,41842.040,22.8,PXL
273301:4919,82:82,05/12/16 22:45:40,STABLE BEAMS,6500,44038.506,42019.043,22.9,PXL
273301:4919,83:83,05/12/16 22:46:04,STABLE BEAMS,6500,43905.369,41744.862,22.8,PXL
273301:4919,84:84,05/12/16 22:46:27,STABLE BEAMS,6500,43967.275,41896.277,22.8,PXL
273301:4919,85:85,05/12/16 22:46:50,STABLE BEAMS,6500,44066.613,41946.079,22.9,PXL
273301:4919,86:86,05/12/16 22:47:14,STABLE BEAMS,6500,43976.895,41959.836,22.8,PXL
273301:4919,87:87,05/12/16 22:47:37,STABLE BEAMS,6500,43997.414,41922.652,22.8,PXL
273301:4919,88:88,05/12/16 22:48:00,STABLE BEAMS,6500,43980.091,41919.524,22.8,PXL
273301:4919,89:89,05/12/16 22:48:24,STABLE BEAMS,6500,43953.545,41890.150,22.8,PXL
273301:4919,90:90,05/12/16 22:48:47,STABLE BEAMS,6500,43805.243,41742.613,22.7,PXL
273301:4919,91:91,05/12/16 22:49:10,STABLE BEAMS,6500,43897.825,41846.645,22.8,PXL
273301:4919,92:92,05/12/16 22:49:33,STABLE BEAMS,6500,44096.152,42074.171,22.9,PXL
273301:4919,93:93,05/12/16 22:49:57,STABLE BEAMS,6500,43895.627,40720.403,22.8,PXL
273301:4919,94:94,05/12/16 22:50:20,STABLE BEAMS,6500,43998.795,41840.762,22.8,PXL
273301:4919,95:95,05/12/16 22:50:43,STABLE BEAMS,6500,43892.225,41849.131,22.8,PXL
273301:4919,96:96,05/12/16 22:51:07,STABLE BEAMS,6500,43828.611,41727.442,22.7,PXL
273301:4919,97:97,05/12/16 22:51:30,STABLE BEAMS,6500,43882.402,41871.228,22.8,PXL
273301:4919,98:98,05/12/16 22:51:53,STABLE BEAMS,6500,43916.801,41858.637,22.8,PXL
273301:4919,99:99,05/12/16 22:52:17,STABLE BEAMS,6500,43857.690,41266.011,22.8,PXL
273301:4919,100:100,05/12/16 22:52:40,STABLE BEAMS,6500,43949.153,41310.562,22.8,PXL
273301:4919,101:101,05/12/16 22:53:03,STABLE BEAMS,6500,43761.551,41667.678,22.7,PXL
273301:4919,102:102,05/12/16 22:53:27,STABLE BEAMS,6500,43727.295,41734.175,22.7,PXL
273301:4919,103:103,05/12/16 22:53:50,STABLE BEAMS,6500,43898.874,41898.046,22.8,PXL
273301:4919,104:104,05/12/16 22:54:13,STABLE BEAMS,6500,43842.790,41848.800,22.8,PXL
273301:4919,105:105,05/12/16 22:54:37,STABLE BEAMS,6500,43794.669,41722.303,22.7,PXL
273301:4919,106:106,05/12/16 22:55:00,STABLE BEAMS,6500,43833.445,41689.694,22.7,PXL
273301:4919,107:107,05/12/16 22:55:23,STABLE BEAMS,6500,43795.085,40578.011,22.7,PXL
273301:4919,108:108,05/12/16 22:55:46,STABLE BEAMS,6500,43782.025,41741.025,22.7,PXL
273301:4919,109:109,05/12/16 22:56:10,STABLE BEAMS,6500,43724.987,41736.640,22.7,PXL
273301:4919,110:110,05/12/16 22:56:33,STABLE BEAMS,6500,43731.437,41743.213,22.7,PXL
273301:4919,111:111,05/12/16 22:56:56,STABLE BEAMS,6500,43745.542,41705.869,22.7,PXL
273301:4919,112:112,05/12/16 22:57:20,STABLE BEAMS,6500,43793.859,41663.198,22.7,PXL
273301:4919,113:113,05/12/16 22:57:43,STABLE BEAMS,6500,43839.951,41841.796,22.8,PXL
273301:4919,114:114,05/12/16 22:58:06,STABLE BEAMS,6500,43854.336,41862.780,22.8,PXL
273301:4919,115:115,05/12/16 22:58:30,STABLE BEAMS,6500,43878.606,41882.812,22.8,PXL
273301:4919,116:116,05/12/16 22:58:53,STABLE BEAMS,6500,43670.633,41688.250,22.7,PXL
273301:4919,117:117,05/12/16 22:59:16,STABLE BEAMS,6500,43702.197,41724.347,22.7,PXL
273301:4919,118:118,05/12/16 22:59:40,STABLE BEAMS,6500,43617.405,41642.555,22.6,PXL
273301:4919,119:119,05/12/16 23:00:03,STABLE BEAMS,6500,43648.321,41614.895,22.7,PXL
273301:4919,120:120,05/12/16 23:00:26,STABLE BEAMS,6500,43733.676,41692.932,22.7,PXL
273301:4919,121:121,05/12/16 23:00:49,STABLE BEAMS,6500,43689.841,41628.704,22.7,PXL
273301:4919,122:122,05/12/16 23:01:13,STABLE BEAMS,6500,43774.654,41787.732,22.7,PXL
273301:4919,123:123,05/12/16 23:01:36,STABLE BEAMS,6500,43539.866,41571.631,22.6,PXL
273301:4919,124:124,05/12/16 23:01:59,STABLE BEAMS,6500,43532.506,41511.029,22.6,PXL
273301:4919,125:125,05/12/16 23:02:23,STABLE BEAMS,6500,43670.795,41689.976,22.7,PXL
273301:4919,126:126,05/12/16 23:02:46,STABLE BEAMS,6500,43704.203,41728.881,22.7,PXL
273301:4919,127:127,05/12/16 23:03:09,STABLE BEAMS,6500,43602.287,41622.964,22.6,PXL
273301:4919,128:128,05/12/16 23:03:33,STABLE BEAMS,6500,43530.533,41559.545,22.6,PXL
273301:4919,129:129,05/12/16 23:03:56,STABLE BEAMS,6500,43572.307,41556.334,22.6,PXL
273301:4919,130:130,05/12/16 23:04:19,STABLE BEAMS,6500,43569.810,41605.423,22.6,PXL
273301:4919,131:131,05/12/16 23:04:43,STABLE BEAMS,6500,43718.514,41741.619,22.7,PXL
273301:4919,132:132,05/12/16 23:05:06,STABLE BEAMS,6500,43454.095,41488.572,22.6,PXL
273301:4919,133:133,05/12/16 23:05:29,STABLE BEAMS,6500,43530.544,41563.989,22.6,PXL
273301:4919,134:134,05/12/16 23:05:53,STABLE BEAMS,6500,43643.461,41571.064,22.7,PXL
273301:4919,135:135,05/12/16 23:06:16,STABLE BEAMS,6500,43532.794,41569.845,22.6,PXL
273301:4919,136:136,05/12/16 23:06:39,STABLE BEAMS,6500,43597.858,41632.820,22.6,PXL
273301:4919,137:137,05/12/16 23:07:02,STABLE BEAMS,6500,43624.949,41561.085,22.6,PXL
273301:4919,138:138,05/12/16 23:07:26,STABLE BEAMS,6500,43517.179,41556.444,22.6,PXL
273301:4919,139:139,05/12/16 23:07:49,STABLE BEAMS,6500,43463.694,41451.810,22.6,PXL
273301:4919,140:140,05/12/16 23:08:12,STABLE BEAMS,6500,43378.898,41378.159,22.5,PXL
273301:4919,141:141,05/12/16 23:08:36,STABLE BEAMS,6500,43427.060,41469.574,22.5,PXL
273301:4919,142:142,05/12/16 23:08:59,STABLE BEAMS,6500,43497.651,41491.929,22.6,PXL
273301:4919,143:143,05/12/16 23:09:22,STABLE BEAMS,6500,43420.712,41417.798,22.5,PXL
273301:4919,144:144,05/12/16 23:09:46,STABLE BEAMS,6500,43484.474,41528.994,22.6,PXL
273301:4919,145:145,05/12/16 23:10:09,STABLE BEAMS,6500,43531.899,41570.304,22.6,PXL
273301:4919,146:146,05/12/16 23:10:32,STABLE BEAMS,6500,43440.454,41480.488,22.5,PXL
273301:4919,147:147,05/12/16 23:10:56,STABLE BEAMS,6500,43533.316,41523.648,22.6,PXL
273301:4919,148:148,05/12/16 23:11:19,STABLE BEAMS,6500,43464.750,41409.693,22.6,PXL
273301:4919,149:149,05/12/16 23:11:42,STABLE BEAMS,6500,43487.971,41467.417,22.6,PXL
273301:4919,150:150,05/12/16 23:12:05,STABLE BEAMS,6500,43442.546,41489.952,22.5,PXL
273301:4919,151:151,05/12/16 23:12:29,STABLE BEAMS,6500,43414.943,41464.471,22.5,PXL
273301:4919,152:152,05/12/16 23:12:52,STABLE BEAMS,6500,43372.094,41417.784,22.5,PXL
273301:4919,153:153,05/12/16 23:13:15,STABLE BEAMS,6500,43294.946,41300.983,22.5,PXL
273301:4919,154:154,05/12/16 23:13:39,STABLE BEAMS,6500,43317.792,41322.248,22.5,PXL
273301:4919,155:155,05/12/16 23:14:02,STABLE BEAMS,6500,43383.099,40261.696,22.5,PXL
273301:4919,156:156,05/12/16 23:14:25,STABLE BEAMS,6500,43321.094,39591.974,22.5,PXL
273301:4919,157:157,05/12/16 23:14:49,STABLE BEAMS,6500,43382.956,41439.423,22.5,PXL
273301:4919,158:158,05/12/16 23:15:12,STABLE BEAMS,6500,43397.705,41445.600,22.5,PXL
273301:4919,159:159,05/12/16 23:15:35,STABLE BEAMS,6500,43301.610,41272.091,22.5,PXL
273301:4919,160:160,05/12/16 23:15:59,STABLE BEAMS,6500,43536.641,41537.831,22.6,PXL
273301:4919,161:161,05/12/16 23:16:22,STABLE BEAMS,6500,43283.135,41337.976,22.5,PXL
273301:4919,162:162,05/12/16 23:16:45,STABLE BEAMS,6500,43249.222,41308.065,22.4,PXL
273301:4919,163:163,05/12/16 23:17:09,STABLE BEAMS,6500,43298.609,41361.299,22.5,PXL
273301:4919,164:164,05/12/16 23:17:32,STABLE BEAMS,6500,43311.938,41375.406,22.5,PXL
273301:4919,165:165,05/12/16 23:17:55,STABLE BEAMS,6500,43112.771,41180.855,22.4,PXL
273301:4919,166:166,05/12/16 23:18:19,STABLE BEAMS,6500,43274.030,41192.349,22.5,PXL
273301:4919,167:167,05/12/16 23:18:42,STABLE BEAMS,6500,43418.242,41476.367,22.5,PXL
273301:4919,168:168,05/12/16 23:19:05,STABLE BEAMS,6500,43142.424,41116.459,22.4,PXL
273301:4919,169:169,05/12/16 23:19:28,STABLE BEAMS,6500,43190.799,41207.843,22.4,PXL
273301:4919,170:170,05/12/16 23:19:52,STABLE BEAMS,6500,43319.412,41377.940,22.5,PXL
273301:4919,171:171,05/12/16 23:20:15,STABLE BEAMS,6500,43299.677,41309.867,22.5,PXL
273301:4919,172:172,05/12/16 23:20:38,STABLE BEAMS,6500,43160.115,41168.685,22.4,PXL
273301:4919,173:173,05/12/16 23:21:02,STABLE BEAMS,6500,43238.872,41311.687,22.4,PXL
273301:4919,174:174,05/12/16 23:21:25,STABLE BEAMS,6500,43217.978,41293.512,22.4,PXL
273301:4919,175:175,05/12/16 23:21:48,STABLE BEAMS,6500,43220.865,41290.278,22.4,PXL
273301:4919,176:176,05/12/16 23:22:12,STABLE BEAMS,6500,43185.118,41253.047,22.4,PXL
273301:4919,177:177,05/12/16 23:22:35,STABLE BEAMS,6500,43299.905,41260.681,22.5,PXL
273301:4919,178:178,05/12/16 23:22:58,STABLE BEAMS,6500,43071.045,41151.291,22.4,PXL
273301:4919,179:179,05/12/16 23:23:21,STABLE BEAMS,6500,43164.776,41138.422,22.4,PXL
273301:4919,180:180,05/12/16 23:23:45,STABLE BEAMS,6500,43184.779,41258.411,22.4,PXL
273301:4919,181:181,05/12/16 23:24:08,STABLE BEAMS,6500,43194.577,41223.822,22.4,PXL
273301:4919,182:182,05/12/16 23:24:31,STABLE BEAMS,6500,43133.326,41164.878,22.4,PXL
273301:4919,183:183,05/12/16 23:24:55,STABLE BEAMS,6500,43074.624,41101.099,22.4,PXL
273301:4919,184:184,05/12/16 23:25:18,STABLE BEAMS,6500,43184.422,41211.476,22.4,PXL
273301:4919,185:185,05/12/16 23:25:41,STABLE BEAMS,6500,43053.741,41131.929,22.3,PXL
273301:4919,186:186,05/12/16 23:26:05,STABLE BEAMS,6500,43050.906,41133.048,22.3,PXL
273301:4919,187:187,05/12/16 23:26:28,STABLE BEAMS,6500,43041.786,41025.054,22.3,PXL
273301:4919,188:188,05/12/16 23:26:51,STABLE BEAMS,6500,43024.010,41121.052,22.3,PXL
273301:4919,189:189,05/12/16 23:27:15,STABLE BEAMS,6500,43100.120,41133.595,22.4,PXL
273301:4919,190:190,05/12/16 23:27:38,STABLE BEAMS,6500,42992.247,41081.867,22.3,PXL
273301:4919,191:191,05/12/16 23:28:01,STABLE BEAMS,6500,43022.081,41064.793,22.3,PXL
273301:4919,192:192,05/12/16 23:28:25,STABLE BEAMS,6500,43042.338,41126.306,22.3,PXL
273301:4919,193:193,05/12/16 23:28:48,STABLE BEAMS,6500,43062.816,39998.183,22.3,PXL
273301:4919,194:194,05/12/16 23:29:11,STABLE BEAMS,6500,42874.261,40926.021,22.3,PXL
273301:4919,195:195,05/12/16 23:29:34,STABLE BEAMS,6500,43025.704,41065.781,22.3,PXL
273301:4919,196:196,05/12/16 23:29:58,STABLE BEAMS,6500,42993.065,41041.005,22.3,PXL
273301:4919,197:197,05/12/16 23:30:21,STABLE BEAMS,6500,42910.154,40961.720,22.3,PXL
273301:4919,198:198,05/12/16 23:30:44,STABLE BEAMS,6500,42929.937,41032.571,22.3,PXL
273301:4919,199:199,05/12/16 23:31:08,STABLE BEAMS,6500,43075.695,41121.299,22.4,PXL
273301:4919,200:200,05/12/16 23:31:31,STABLE BEAMS,6500,42802.260,40912.946,22.2,PXL
273301:4919,201:201,05/12/16 23:31:54,STABLE BEAMS,6500,42740.192,40753.405,22.2,PXL
273301:4919,202:202,05/12/16 23:32:18,STABLE BEAMS,6500,42892.721,40941.222,22.3,PXL
273301:4919,203:203,05/12/16 23:32:41,STABLE BEAMS,6500,42821.821,40902.293,22.2,PXL
273301:4919,204:204,05/12/16 23:33:04,STABLE BEAMS,6500,42896.370,40902.620,22.3,PXL
273301:4919,205:205,05/12/16 23:33:28,STABLE BEAMS,6500,42892.220,40991.065,22.3,PXL
273301:4919,206:206,05/12/16 23:33:51,STABLE BEAMS,6500,42810.857,40926.338,22.2,PXL
273301:4919,207:207,05/12/16 23:34:14,STABLE BEAMS,6500,42904.142,41010.015,22.3,PXL
273301:4919,208:208,05/12/16 23:34:38,STABLE BEAMS,6500,42768.980,40887.366,22.2,PXL
273301:4919,209:209,05/12/16 23:35:01,STABLE BEAMS,6500,42785.603,40900.115,22.2,PXL
273301:4919,210:210,05/12/16 23:35:24,STABLE BEAMS,6500,42838.183,40909.044,22.2,PXL
273301:4919,211:211,05/12/16 23:35:47,STABLE BEAMS,6500,42844.243,40956.636,22.2,PXL
273301:4919,212:212,05/12/16 23:36:11,STABLE BEAMS,6500,42925.044,40941.941,22.3,PXL
273301:4919,213:213,05/12/16 23:36:34,STABLE BEAMS,6500,42752.706,40790.915,22.2,PXL
273301:4919,214:214,05/12/16 23:36:57,STABLE BEAMS,6500,42778.748,40899.915,22.2,PXL
273301:4919,215:215,05/12/16 23:37:21,STABLE BEAMS,6500,42764.963,40832.875,22.2,PXL
273301:4919,216:216,05/12/16 23:37:44,STABLE BEAMS,6500,42837.708,40952.403,22.2,PXL
273301:4919,217:217,05/12/16 23:38:07,STABLE BEAMS,6500,42847.406,40867.221,22.2,PXL
273301:4919,218:218,05/12/16 23:38:31,STABLE BEAMS,6500,42717.166,40839.542,22.2,PXL
273301:4919,219:219,05/12/16 23:38:54,STABLE BEAMS,6500,42722.217,40840.601,22.2,PXL
273301:4919,220:220,05/12/16 23:39:17,STABLE BEAMS,6500,42795.654,40863.738,22.2,PXL
273301:4919,221:221,05/12/16 23:39:41,STABLE BEAMS,6500,42675.046,40700.954,22.1,PXL
273301:4919,222:222,05/12/16 23:40:04,STABLE BEAMS,6500,42790.596,40860.747,22.2,PXL
273301:4919,223:223,05/12/16 23:40:27,STABLE BEAMS,6500,42750.991,40875.900,22.2,PXL
273301:4919,224:224,05/12/16 23:40:50,STABLE BEAMS,6500,42708.904,40833.660,22.2,PXL
273301:4919,225:225,05/12/16 23:41:14,STABLE BEAMS,6500,42808.629,40823.899,22.2,PXL
273301:4919,226:226,05/12/16 23:41:37,STABLE BEAMS,6500,42679.674,40806.073,22.2,PXL
273301:4919,227:227,05/12/16 23:42:00,STABLE BEAMS,6500,42646.663,40733.666,22.1,PXL
273301:4919,228:228,05/12/16 23:42:24,STABLE BEAMS,6500,42684.600,40814.317,22.2,PXL
273301:4919,229:229,05/12/16 23:42:47,STABLE BEAMS,6500,42748.424,40820.128,22.2,PXL
273301:4919,230:230,05/12/16 23:43:10,STABLE BEAMS,6500,42827.001,40947.460,22.2,PXL
273301:4919,231:231,05/12/16 23:43:34,STABLE BEAMS,6500,42740.096,40869.328,22.2,PXL
273301:4919,232:232,05/12/16 23:43:57,STABLE BEAMS,6500,42586.370,38954.103,22.1,PXL
273301:4919,233:233,05/12/16 23:44:20,STABLE BEAMS,6500,42773.008,39175.076,22.2,PXL
273301:4919,234:234,05/12/16 23:44:44,STABLE BEAMS,6500,42608.767,40738.816,22.1,PXL
273301:4919,235:235,05/12/16 23:45:07,STABLE BEAMS,6500,42476.233,40622.570,22.0,PXL
273301:4919,236:236,05/12/16 23:45:30,STABLE BEAMS,6500,42578.384,40716.291,22.1,PXL
273301:4919,237:237,05/12/16 23:45:54,STABLE BEAMS,6500,42570.708,40703.583,22.1,PXL
273301:4919,238:238,05/12/16 23:46:17,STABLE BEAMS,6500,42510.094,40550.377,22.1,PXL
273301:4919,239:239,05/12/16 23:46:40,STABLE BEAMS,6500,42621.940,40182.571,22.1,PXL
273301:4919,240:240,05/12/16 23:47:03,STABLE BEAMS,6500,42474.694,40568.478,22.0,PXL
273301:4919,241:241,05/12/16 23:47:27,STABLE BEAMS,6500,42433.992,40581.535,22.0,PXL
273301:4919,242:242,05/12/16 23:47:50,STABLE BEAMS,6500,42498.040,40595.293,22.1,PXL
273301:4919,243:243,05/12/16 23:48:13,STABLE BEAMS,6500,42634.697,40728.629,22.1,PXL
273301:4919,244:244,05/12/16 23:48:37,STABLE BEAMS,6500,42513.298,40658.377,22.1,PXL
273301:4919,245:245,05/12/16 23:49:00,STABLE BEAMS,6500,42522.278,40575.176,22.1,PXL
273301:4919,246:246,05/12/16 23:49:23,STABLE BEAMS,6500,42507.024,40659.564,22.1,PXL
273301:4919,247:247,05/12/16 23:49:47,STABLE BEAMS,6500,42569.029,40140.500,22.1,PXL
273301:4919,248:248,05/12/16 23:50:10,STABLE BEAMS,6500,42503.489,40604.691,22.1,PXL
273301:4919,249:249,05/12/16 23:50:33,STABLE BEAMS,6500,42247.240,40414.054,21.9,PXL
273301:4919,250:250,05/12/16 23:50:57,STABLE BEAMS,6500,42444.651,40553.744,22.0,PXL
273301:4919,251:251,05/12/16 23:51:20,STABLE BEAMS,6500,42424.585,40579.983,22.0,PXL
273301:4919,252:252,05/12/16 23:51:43,STABLE BEAMS,6500,42410.156,40569.643,22.0,PXL
273301:4919,253:253,05/12/16 23:52:07,STABLE BEAMS,6500,42439.820,40494.228,22.0,PXL
273301:4919,254:254,05/12/16 23:52:30,STABLE BEAMS,6500,42344.267,40460.599,22.0,PXL
273301:4919,255:255,05/12/16 23:52:53,STABLE BEAMS,6500,42425.012,40449.074,22.0,PXL
273301:4919,256:256,05/12/16 23:53:16,STABLE BEAMS,6500,42343.383,39315.878,22.0,PXL
273301:4919,257:257,05/12/16 23:53:40,STABLE BEAMS,6500,42397.734,40551.041,22.0,PXL
273301:4919,258:258,05/12/16 23:54:03,STABLE BEAMS,6500,42345.331,40483.346,22.0,PXL
273301:4919,259:259,05/12/16 23:54:26,STABLE BEAMS,6500,42385.145,40510.223,22.0,PXL
273301:4919,260:260,05/12/16 23:54:50,STABLE BEAMS,6500,42290.623,40391.419,21.9,PXL
273301:4919,261:261,05/12/16 23:55:13,STABLE BEAMS,6500,42499.583,40589.313,22.1,PXL
273301:4919,262:262,05/12/16 23:55:36,STABLE BEAMS,6500,42324.514,40485.768,22.0,PXL
273301:4919,263:263,05/12/16 23:56:00,STABLE BEAMS,6500,42225.109,40390.040,21.9,PXL
273301:4919,264:264,05/12/16 23:56:23,STABLE BEAMS,6500,42348.232,39841.668,22.0,PXL
273301:4919,265:265,05/12/16 23:56:46,STABLE BEAMS,6500,42296.731,40459.923,22.0,PXL
273301:4919,266:266,05/12/16 23:57:10,STABLE BEAMS,6500,42387.929,40542.574,22.0,PXL
273301:4919,267:267,05/12/16 23:57:33,STABLE BEAMS,6500,42440.339,40593.695,22.0,PXL
273301:4919,268:268,05/12/16 23:57:56,STABLE BEAMS,6500,42368.331,40483.747,22.0,PXL
273301:4919,269:269,05/12/16 23:58:19,STABLE BEAMS,6500,42290.177,40452.131,21.9,PXL
273301:4919,270:270,05/12/16 23:58:43,STABLE BEAMS,6500,42304.632,40466.107,22.0,PXL
273301:4919,271:271,05/12/16 23:59:06,STABLE BEAMS,6500,42348.243,40509.146,22.0,PXL
273301:4919,272:272,05/12/16 23:59:29,STABLE BEAMS,6500,42475.828,40019.495,22.0,PXL
273301:4919,273:273,05/12/16 23:59:53,STABLE BEAMS,6500,42383.087,40536.866,22.0,PXL
273301:4919,274:274,05/13/16 00:00:16,STABLE BEAMS,6500,42269.029,40441.090,21.9,PXL
273301:4919,275:275,05/13/16 00:00:39,STABLE BEAMS,6500,42235.771,40402.789,21.9,PXL
273301:4919,276:276,05/13/16 00:01:03,STABLE BEAMS,6500,42270.737,40341.838,21.9,PXL
273301:4919,277:277,05/13/16 00:01:26,STABLE BEAMS,6500,42321.955,40486.271,22.0,PXL
273301:4919,278:278,05/13/16 00:01:49,STABLE BEAMS,6500,42423.550,40575.064,22.0,PXL
273301:4919,279:279,05/13/16 00:02:13,STABLE BEAMS,6500,42314.087,40433.171,22.0,PXL
273301:4919,280:280,05/13/16 00:02:36,STABLE BEAMS,6500,42358.368,40404.531,22.0,PXL
273301:4919,281:281,05/13/16 00:02:59,STABLE BEAMS,6500,42235.157,40352.080,21.9,PXL
